Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
NS38_paired_1	(1, 32.59252674775698)	(2, 32.77935642036868)	(3, 32.84751846308582)	(4, 36.321927800378326)	(5, 36.2506734384923)	(6, 36.26747103589038)	(7, 36.26847810939102)	(8, 36.26375421766836)	(9, 38.02738115410761)	(10, 38.02125282728964)	(12, 38.02276231990738)	(14, 39.489842261546286)	(16, 39.475678409810826)	(18, 39.47548819723441)	(20, 39.469727399801386)	(22, 39.43547310230823)	(24, 39.405583506416036)	(26, 39.31459668528902)	(28, 39.27004739538587)	(30, 39.21787180626636)	(32, 39.130241495606455)	(34, 39.03066587813345)	(36, 38.914040422042376)	(38, 38.77449828370225)	(40, 38.608354110564704)	(42, 38.43607056323469)	(44, 38.23494468532306)	(46, 38.00870980163472)	(48, 37.76200641125996)	(50, 37.537411359628514)	(52, 37.27236266854904)	(54, 37.019049512860036)	(56, 36.793391870344955)	(58, 36.57204358471089)	(60, 36.32022122049402)	(62, 36.088074043091346)	(64, 35.86209251761942)	(66, 35.618581475315025)	(68, 35.40737040106883)	(70, 35.200406022258846)	(72, 34.99026046928222)	(74, 34.87118231625582)	(76, 33.767457134064415)
NS38_paired_2	(1, 31.871134826714837)	(2, 32.16677193911856)	(3, 32.17715079700574)	(4, 35.784829986064835)	(5, 35.764785406254944)	(6, 35.77372870726031)	(7, 35.7577531720795)	(8, 35.80290340476643)	(9, 37.27811812574973)	(10, 37.51992722832206)	(12, 37.57912353139771)	(14, 38.87715964350251)	(16, 38.814850388029356)	(18, 38.89477401585303)	(20, 38.91757171315032)	(22, 38.85541200559882)	(24, 38.84035168306535)	(26, 38.7518790208467)	(28, 38.631001873067305)	(30, 38.61298334735103)	(32, 38.472341071051986)	(34, 38.37588270456578)	(36, 38.23695208353913)	(38, 38.01820267728178)	(40, 37.90180384281847)	(42, 37.63608198888505)	(44, 37.1394529855981)	(46, 36.825417223226516)	(48, 36.56881065685626)	(50, 36.31397404643133)	(52, 36.1091639417533)	(54, 35.94510920465799)	(56, 35.7123856657106)	(58, 35.509869849768975)	(60, 35.31537176405834)	(62, 35.094062721830625)	(64, 34.87486894535044)	(66, 34.68763220934465)	(68, 34.50962207764069)	(70, 34.32774614949699)	(72, 34.19807804824118)	(74, 34.08534696002219)	(76, 32.14362664231062)
NS39_paired_1	(1, 32.75026525282136)	(2, 32.97376852389428)	(3, 33.05818273318238)	(4, 33.06024700039888)	(5, 33.10288737835684)	(6, 36.68652897458505)	(7, 36.99213337463454)	(8, 37.15296127060049)	(9, 37.226992008129876)	(10, 37.26596443438257)	(12, 37.266736750013195)	(14, 37.2376599304167)	(16, 37.227816779466266)	(18, 37.19439354498472)	(20, 37.1831182180721)	(22, 37.16255363460718)	(24, 37.156883875829884)	(26, 37.13304216270657)	(28, 37.123120896017)	(30, 37.080479084990785)	(32, 37.047622885872826)	(34, 37.04239981176514)	(36, 36.96576740642551)	(38, 36.80289225078889)	(40, 36.646591174073336)	(42, 36.55121612875594)	(44, 36.47516473795509)	(46, 36.40780736664138)	(48, 36.28873615926461)	(50, 36.206679422318516)	(52, 36.198707675791155)	(54, 36.16029611072541)	(56, 36.06577884084625)	(58, 36.00687459874054)	(60, 35.90788711350143)	(62, 35.81875499809928)	(64, 35.80698090210855)	(66, 35.73061018655981)	(68, 35.76728655269648)	(70, 35.69980990748452)	(72, 35.70161399791738)	(74, 35.86392170717249)	(76, 34.94909167586589)
NS39_paired_2	(1, 30.911422646328706)	(2, 32.045940598942494)	(3, 32.30222652298923)	(4, 32.37589818228542)	(5, 32.261193128280915)	(6, 36.68638842574046)	(7, 36.594324768524324)	(8, 36.6505159153856)	(9, 36.6967704373919)	(10, 36.71719209257816)	(12, 36.72355210354951)	(14, 36.720330295733376)	(16, 36.69405717953133)	(18, 36.690286317302295)	(20, 36.52875913810841)	(22, 36.39865211548994)	(24, 36.46690253167459)	(26, 36.45881326698894)	(28, 36.47696375235023)	(30, 36.437917185094875)	(32, 36.38875180404365)	(34, 36.33376064904905)	(36, 36.39574160795233)	(38, 36.32038382218445)	(40, 36.246019071596734)	(42, 36.149867654795166)	(44, 36.191958140130495)	(46, 36.135227375475566)	(48, 35.973093359475385)	(50, 36.01238577465501)	(52, 35.97319425633912)	(54, 35.96210408065838)	(56, 35.878942816913266)	(58, 35.65387989522506)	(60, 35.53824148087583)	(62, 35.481713589593156)	(64, 35.53484091243725)	(66, 35.598882927387024)	(68, 35.647038112037414)	(70, 35.70839807309858)	(72, 35.68922790024844)	(74, 35.88001884186646)	(76, 34.852654430190604)
NS40_paired_1	(1, 32.76929386373442)	(2, 32.98495478580634)	(3, 33.06280086895551)	(4, 33.0654154292291)	(5, 33.11185438295837)	(6, 36.66221932054755)	(7, 37.02362642903213)	(8, 37.205503626259805)	(9, 37.282602056651335)	(10, 37.3315178336685)	(12, 37.333525705699245)	(14, 37.310505681410774)	(16, 37.30569182173781)	(18, 37.282008540216495)	(20, 37.2671365876364)	(22, 37.25576523930209)	(24, 37.24929999691204)	(26, 37.228550561162635)	(28, 37.22269290112823)	(30, 37.18398148078687)	(32, 37.15418545539302)	(34, 37.14794112428622)	(36, 37.07167964889368)	(38, 36.94617909838189)	(40, 36.739138426804615)	(42, 36.72007055553104)	(44, 36.680137231920995)	(46, 36.63262656406497)	(48, 36.53583704397413)	(50, 36.4588849270874)	(52, 36.44366328999226)	(54, 36.41883697518361)	(56, 36.35004155351268)	(58, 36.3051356544691)	(60, 36.200862654988256)	(62, 36.125860461768625)	(64, 36.12549557609637)	(66, 36.059178681529716)	(68, 36.093527745356106)	(70, 36.028905565101596)	(72, 36.0429372189099)	(74, 36.17467436502649)	(76, 35.07524816463254)
NS40_paired_2	(1, 30.91644262962324)	(2, 32.07118271844833)	(3, 32.32218207486158)	(4, 32.37556353094477)	(5, 32.27641047819944)	(6, 36.66712599349016)	(7, 36.597811229323966)	(8, 36.65538860410064)	(9, 36.69359919043102)	(10, 36.72014952095617)	(12, 36.71868232547486)	(14, 36.72637771441741)	(16, 36.69827616361584)	(18, 36.698436994880794)	(20, 36.56769962572875)	(22, 36.42038961423002)	(24, 36.51085018961298)	(26, 36.504385557836535)	(28, 36.51435700903307)	(30, 36.47870238587675)	(32, 36.42631265353661)	(34, 36.36440061992984)	(36, 36.44057362177092)	(38, 36.383000063329355)	(40, 36.31591129110062)	(42, 36.22013432103866)	(44, 36.24734862844842)	(46, 36.19359042376411)	(48, 36.05452238762485)	(50, 36.05956727990842)	(52, 36.030119004691095)	(54, 36.03271115345652)	(56, 35.974459082339536)	(58, 35.759640512438075)	(60, 35.65084890072275)	(62, 35.58910944423682)	(64, 35.64090983592082)	(66, 35.69608143536426)	(68, 35.73486415123044)	(70, 35.787559076607224)	(72, 35.76509600904002)	(74, 35.95195317814247)	(76, 34.78563276610101)
NS41_paired_1	(1, 32.792469925739255)	(2, 33.00200672250855)	(3, 33.08555823326693)	(4, 33.090351398538736)	(5, 33.13441381299131)	(6, 36.68722970372962)	(7, 37.061382163027766)	(8, 37.24427588312606)	(9, 37.325154016486046)	(10, 37.36887168235059)	(12, 37.37394515962273)	(14, 37.354771490787584)	(16, 37.35140978203914)	(18, 37.32592059649825)	(20, 37.31919741611852)	(22, 37.30748693079384)	(24, 37.30050134075921)	(26, 37.285468942849114)	(28, 37.28232984759255)	(30, 37.24684552176781)	(32, 37.226348126638115)	(34, 37.22485588908323)	(36, 37.16205414514977)	(38, 37.049395060778465)	(40, 36.93476920813974)	(42, 36.85231385048348)	(44, 36.80781824274292)	(46, 36.771302002806124)	(48, 36.68443845934391)	(50, 36.629047784169785)	(52, 36.62826263306342)	(54, 36.601241669763056)	(56, 36.5284640372612)	(58, 36.482325775306634)	(60, 36.40477921452465)	(62, 36.33800822312996)	(64, 36.331593836784094)	(66, 36.26933075022661)	(68, 36.3082907272441)	(70, 36.25532442757464)	(72, 36.25837935980197)	(74, 36.36804303148993)	(76, 35.25228909828199)
NS41_paired_2	(1, 30.99679291139837)	(2, 32.18240490307698)	(3, 32.43051501016818)	(4, 32.50409507259875)	(5, 32.401910697963444)	(6, 36.836547515689944)	(7, 36.75140119444607)	(8, 36.821577914307206)	(9, 36.84669597197623)	(10, 36.86911905482572)	(12, 36.88558950902008)	(14, 36.88818853042966)	(16, 36.8735242766672)	(18, 36.879413674080176)	(20, 36.751677890409745)	(22, 36.640083185441384)	(24, 36.71044469860769)	(26, 36.71888535808267)	(28, 36.73487482012194)	(30, 36.71313651186513)	(32, 36.685766888462105)	(34, 36.64334783423313)	(36, 36.68728275869373)	(38, 36.62743150307737)	(40, 36.567106072424195)	(42, 36.499524916014096)	(44, 36.5410187193326)	(46, 36.490008139836846)	(48, 36.359860202837126)	(50, 36.41172290273937)	(52, 36.37971437340817)	(54, 36.37818249657268)	(56, 36.31650683946741)	(58, 36.120748918409305)	(60, 36.01986458195489)	(62, 35.971635521676085)	(64, 36.01718496771757)	(66, 36.069930537855235)	(68, 36.11227595691271)	(70, 36.15277772770996)	(72, 36.12672131330699)	(74, 36.26307124849715)	(76, 35.03982581825717)
NS46_paired_1	(1, 32.58499554928642)	(2, 32.7689297173262)	(3, 32.836878091839104)	(4, 36.30966461757116)	(5, 36.23798377094033)	(6, 36.253991108804364)	(7, 36.25242934782862)	(8, 36.24765930601423)	(9, 38.009806452092974)	(10, 38.00540573346783)	(12, 38.005841881307795)	(14, 39.47276434773792)	(16, 39.460300256904304)	(18, 39.46475201688946)	(20, 39.46414292138887)	(22, 39.43346674428673)	(24, 39.40943533257341)	(26, 39.32429660006409)	(28, 39.28787332859893)	(30, 39.24556393610506)	(32, 39.17195709200513)	(34, 39.09205701680342)	(36, 39.00050957066193)	(38, 38.89166645738547)	(40, 38.758931075328675)	(42, 38.6241772923384)	(44, 38.463909194978925)	(46, 38.27763744310458)	(48, 38.0685855776417)	(50, 37.878732338413855)	(52, 37.641161983926146)	(54, 37.40895323952919)	(56, 37.19602573910397)	(58, 36.97851028928132)	(60, 36.72042900682693)	(62, 36.47729756418597)	(64, 36.23135290920304)	(66, 35.96287682712834)	(68, 35.72483375760249)	(70, 35.48599611930524)	(72, 35.24591674043059)	(74, 35.09490878842385)	(76, 33.98304490138397)
NS46_paired_2	(1, 31.90240019960776)	(2, 32.1742323565482)	(3, 32.262333464482886)	(4, 35.92787576788761)	(5, 35.79282939814912)	(6, 35.82539744825755)	(7, 35.75984679685818)	(8, 35.87122125348279)	(9, 37.379503731483844)	(10, 37.59591000001395)	(12, 37.64759925974913)	(14, 38.97740882083065)	(16, 38.898264454238806)	(18, 39.00103626168894)	(20, 38.99471605656545)	(22, 38.97953677466042)	(24, 38.96534436989383)	(26, 38.85480081777793)	(28, 38.73701523497395)	(30, 38.70038733299941)	(32, 38.5783963606929)	(34, 38.478268036435395)	(36, 38.44112684324419)	(38, 38.28388105712121)	(40, 38.18654207342794)	(42, 38.04389010504521)	(44, 37.76506371217417)	(46, 37.47829413845207)	(48, 37.213507433203254)	(50, 36.96181936511451)	(52, 36.75210792134375)	(54, 36.58413888416587)	(56, 36.34621401285055)	(58, 36.128755824659265)	(60, 35.91233838822706)	(62, 35.669596519877615)	(64, 35.416336964111494)	(66, 35.19689504227003)	(68, 34.9841694263274)	(70, 34.75944340752524)	(72, 34.5857944906021)	(74, 34.43004605301766)	(76, 32.44019406111622)
NS4_paired_1	(1, 32.89622681531928)	(2, 33.084658345865684)	(3, 33.15126824316868)	(4, 33.118877005550594)	(5, 33.167795360696246)	(6, 36.770709512484764)	(7, 37.09994318401672)	(8, 37.25426920732879)	(9, 37.31002785788026)	(10, 37.35518554238019)	(12, 37.34874197984554)	(14, 37.33700679201081)	(16, 37.32680598870167)	(18, 37.311238669020824)	(20, 37.30798135695163)	(22, 37.28904493803954)	(24, 37.28544100917867)	(26, 37.2658363647734)	(28, 37.2546773287044)	(30, 37.221406212569036)	(32, 37.17880421502535)	(34, 37.1731742312643)	(36, 37.1108551361589)	(38, 37.00411541256922)	(40, 36.820410177966366)	(42, 36.78843452086131)	(44, 36.746111075480414)	(46, 36.67744958239153)	(48, 36.61266091340734)	(50, 36.514490062439776)	(52, 36.494362102542894)	(54, 36.45006732090371)	(56, 36.44720672508858)	(58, 36.385476777307446)	(60, 36.28503702804212)	(62, 36.22311426965352)	(64, 36.184472866654914)	(66, 36.17716364476976)	(68, 36.16003383976421)	(70, 36.10344993213833)	(72, 36.03101197128959)	(74, 36.11803526385796)	(76, 35.191657281059314)
NS4_paired_2	(1, 31.99724811109)	(2, 32.515864752785205)	(3, 32.621862891597225)	(4, 32.65533503814583)	(5, 32.607716371095016)	(6, 36.95974196978903)	(7, 36.901913608403675)	(8, 36.92190935802734)	(9, 36.92109298207723)	(10, 36.899098483324266)	(12, 36.90858370893753)	(14, 36.938503974088555)	(16, 36.93106698098939)	(18, 36.91587305107558)	(20, 36.84464584781455)	(22, 36.76921931668841)	(24, 36.78870265021155)	(26, 36.761124620807756)	(28, 36.78431987418566)	(30, 36.737945417895176)	(32, 36.70264851325739)	(34, 36.68029824028959)	(36, 36.65566696976072)	(38, 36.64176493580713)	(40, 36.64242400387715)	(42, 36.56494784164864)	(44, 36.52942972696693)	(46, 36.48886170965694)	(48, 36.4191228041082)	(50, 36.37226370426219)	(52, 36.37032861249173)	(54, 36.39888095155753)	(56, 36.32894995057068)	(58, 36.23347766525899)	(60, 36.13861576937248)	(62, 36.03763577105615)	(64, 35.956045418417986)	(66, 36.07244104866366)	(68, 36.15495980535603)	(70, 36.15059419907632)	(72, 36.09219303744807)	(74, 36.209337581825324)	(76, 35.020642007333784)
NS51_paired_1	(1, 32.73913758032652)	(2, 32.95968201595181)	(3, 33.04437290463848)	(4, 33.04535848202529)	(5, 33.089333786608165)	(6, 36.644937381337265)	(7, 37.00362109116224)	(8, 37.1823692920393)	(9, 37.26395119289709)	(10, 37.307970134259136)	(12, 37.31261695510632)	(14, 37.289110738284464)	(16, 37.28399224331444)	(18, 37.25541181443066)	(20, 37.24723170672836)	(22, 37.23195292655332)	(24, 37.22609472933243)	(26, 37.20645490190793)	(28, 37.201159183001344)	(30, 37.16328305865623)	(32, 37.13618258809899)	(34, 37.13484886259616)	(36, 37.06517167968878)	(38, 36.92747375770405)	(40, 36.79526615481563)	(42, 36.71268741546672)	(44, 36.65290078200985)	(46, 36.6004538271186)	(48, 36.50063039108062)	(50, 36.434280175048826)	(52, 36.43125849179429)	(54, 36.40346291740782)	(56, 36.31941660395593)	(58, 36.27091762574186)	(60, 36.18468801889581)	(62, 36.11254794548108)	(64, 36.10224762656081)	(66, 36.035260762371294)	(68, 36.07523986344238)	(70, 36.01644183062305)	(72, 36.0228574401426)	(74, 36.1526336409743)	(76, 35.128207352171465)
NS51_paired_2	(1, 31.0470185718686)	(2, 32.1972232424393)	(3, 32.445155791378255)	(4, 32.51426154247038)	(5, 32.40946602889433)	(6, 36.83767570437977)	(7, 36.75892389441108)	(8, 36.817961341367365)	(9, 36.84889148735281)	(10, 36.87432111463518)	(12, 36.88735796586057)	(14, 36.892428554985244)	(16, 36.87557342789215)	(18, 36.87979525743208)	(20, 36.74620602319548)	(22, 36.63544025518031)	(24, 36.70649927712018)	(26, 36.711472831524375)	(28, 36.72066143111467)	(30, 36.700036003227325)	(32, 36.67033691747207)	(34, 36.62293355274642)	(36, 36.66898000055567)	(38, 36.6062326658606)	(40, 36.54057128966689)	(42, 36.47206166174578)	(44, 36.51271962499415)	(46, 36.46040454963382)	(48, 36.32799053162658)	(50, 36.37854388128417)	(52, 36.34402941375183)	(54, 36.33573808416176)	(56, 36.26820393372036)	(58, 36.06607778532073)	(60, 35.96367986742782)	(62, 35.90955774506123)	(64, 35.956393674021115)	(66, 36.01082588465542)	(68, 36.05198656875754)	(70, 36.09593330672831)	(72, 36.07103480800036)	(74, 36.212361530456974)	(76, 35.02408628638932)
NS55_paired_1	(1, 32.575905093131205)	(2, 32.75806808144341)	(3, 32.82435046029593)	(4, 36.29325333829385)	(5, 36.22391738882744)	(6, 36.242574436668214)	(7, 36.23987033609284)	(8, 36.23535678654823)	(9, 37.99551718831139)	(10, 37.99190306720188)	(12, 37.99630692275362)	(14, 39.4610105873222)	(16, 39.453444713292996)	(18, 39.466118852074)	(20, 39.47517353908128)	(22, 39.45020325407282)	(24, 39.43615775000002)	(26, 39.36222444879374)	(28, 39.33989215027849)	(30, 39.31504447054701)	(32, 39.26561515968905)	(34, 39.216922068942935)	(36, 39.1638291379506)	(38, 39.10229437326238)	(40, 39.0236415996451)	(42, 38.950276429554336)	(44, 38.85519018736869)	(46, 38.739523185239406)	(48, 38.60512931741398)	(50, 38.48631314302567)	(52, 38.31433541104056)	(54, 38.138004295626985)	(56, 37.97313763298982)	(58, 37.78859530735892)	(60, 37.55178770015638)	(62, 37.31996330430286)	(64, 37.06560108016626)	(66, 36.77399396168975)	(68, 36.50110427919833)	(70, 36.213847634579835)	(72, 35.91791625691853)	(74, 35.701863754356694)	(76, 34.533559203860065)
NS55_paired_2	(1, 32.00447007347801)	(2, 32.284016266418014)	(3, 32.36161412235563)	(4, 35.95105349501538)	(5, 35.653787481925065)	(6, 35.70598783819344)	(7, 35.3854777753186)	(8, 35.64189740077505)	(9, 37.31953316673508)	(10, 37.595034700893315)	(12, 37.6813990764382)	(14, 39.04075718554498)	(16, 38.956425800719416)	(18, 39.07854359884495)	(20, 39.129986689262225)	(22, 39.07326856045552)	(24, 39.0739937038625)	(26, 39.01339457458842)	(28, 38.92429110300373)	(30, 38.945765718415345)	(32, 38.8372672135282)	(34, 38.79923898191513)	(36, 38.72148982511199)	(38, 38.572560585941076)	(40, 38.52457695814162)	(42, 38.38330051051841)	(44, 37.946158352988135)	(46, 37.73748815225263)	(48, 37.59887637905841)	(50, 37.458385878846954)	(52, 37.33270145921388)	(54, 37.23290228993551)	(56, 37.05368801893752)	(58, 36.88189007505535)	(60, 36.694151126578916)	(62, 36.47133360974547)	(64, 36.21747263885916)	(66, 35.98349465681794)	(68, 35.7477507166501)	(70, 35.481132907920795)	(72, 35.25706409822474)	(74, 35.04221381250328)	(76, 32.896685034161436)
NS58_paired_1	(1, 32.83669293557284)	(2, 33.04336934395168)	(3, 33.12045163492783)	(4, 33.12756251885274)	(5, 33.16996284542287)	(6, 36.73976981140936)	(7, 37.09853310767241)	(8, 37.26955470501216)	(9, 37.34732709213504)	(10, 37.38545709883623)	(12, 37.38946155666299)	(14, 37.37033233206836)	(16, 37.368422619316405)	(18, 37.34422514553865)	(20, 37.337378461905274)	(22, 37.326800262990105)	(24, 37.31954999069781)	(26, 37.304782157132976)	(28, 37.303469663116175)	(30, 37.26987782520189)	(32, 37.24758345329849)	(34, 37.250884773848384)	(36, 37.18841877200239)	(38, 37.08337907964301)	(40, 36.9739994906373)	(42, 36.89726176004682)	(44, 36.84823151799116)	(46, 36.80993775660049)	(48, 36.72841111349938)	(50, 36.672314944487255)	(52, 36.6712254454561)	(54, 36.64921568679084)	(56, 36.58068721179072)	(58, 36.54045299431115)	(60, 36.46808609783466)	(62, 36.40814554701542)	(64, 36.404427213278396)	(66, 36.346728450495675)	(68, 36.38692917731847)	(70, 36.34105707573478)	(72, 36.34673099443795)	(74, 36.44090536627673)	(76, 35.361793768465404)
NS58_paired_2	(1, 31.126280803348067)	(2, 32.33342683691182)	(3, 32.55756625779171)	(4, 32.64153401260402)	(5, 32.550123312736055)	(6, 37.03430283238174)	(7, 36.95961559372364)	(8, 37.0228264211129)	(9, 37.04721607996633)	(10, 37.06560156276811)	(12, 37.083067085957666)	(14, 37.08755610666272)	(16, 37.08693276954228)	(18, 37.095224471807136)	(20, 36.9901097116682)	(22, 36.89854905686619)	(24, 36.96990065621088)	(26, 36.984675136778336)	(28, 37.00180962840004)	(30, 36.98343722285341)	(32, 36.964541275538124)	(34, 36.93524668869088)	(36, 36.97156813267995)	(38, 36.92243515108384)	(40, 36.87879116671152)	(42, 36.82979907267089)	(44, 36.867135936622276)	(46, 36.81896828765626)	(48, 36.71541187031842)	(50, 36.77059856514501)	(52, 36.74613548773229)	(54, 36.74413247732663)	(56, 36.69334055638963)	(58, 36.530066916339635)	(60, 36.44112649135475)	(62, 36.397187392068936)	(64, 36.43640341072087)	(66, 36.48123805532989)	(68, 36.51154699674865)	(70, 36.53837730764339)	(72, 36.504784719537646)	(74, 36.5910281015242)	(76, 35.277677544879914)
NS62_paired_1	(1, 32.57193575234483)	(2, 32.75743249841334)	(3, 32.82402494592122)	(4, 36.29139085562629)	(5, 36.22137060187845)	(6, 36.242426057569084)	(7, 36.24077324071902)	(8, 36.23527554833466)	(9, 37.996367470263316)	(10, 37.99392161053177)	(12, 37.99701026033609)	(14, 39.46206981279773)	(16, 39.454945010851716)	(18, 39.466553703208604)	(20, 39.4753373623186)	(22, 39.4499964117659)	(24, 39.43621072555531)	(26, 39.363190844724954)	(28, 39.34017196342273)	(30, 39.314200339379354)	(32, 39.26413893671204)	(34, 39.21411830616367)	(36, 39.16051677618091)	(38, 39.09693765432463)	(40, 39.0190985377982)	(42, 38.942220370498475)	(44, 38.844791868759515)	(46, 38.72621443028119)	(48, 38.58735613446372)	(50, 38.46495734367515)	(52, 38.286398720932574)	(54, 38.10432647690941)	(56, 37.93246698100013)	(58, 37.740881329893995)	(60, 37.497495626004486)	(62, 37.256995902702315)	(64, 36.99581941988925)	(66, 36.70106389059113)	(68, 36.42328211831122)	(70, 36.13161968158283)	(72, 35.83646312726427)	(74, 35.6215260788821)	(76, 34.46292583543698)
NS62_paired_2	(1, 31.93939659565031)	(2, 32.20392675055129)	(3, 32.2221253534842)	(4, 35.78495482923817)	(5, 35.75352578156988)	(6, 35.70606322396578)	(7, 35.708249458061594)	(8, 35.9044563997917)	(9, 37.31394905512951)	(10, 37.34064864486276)	(12, 37.60289214544903)	(14, 38.9192240325107)	(16, 38.7145060367904)	(18, 38.85696957306918)	(20, 38.99062273623056)	(22, 38.87982870964082)	(24, 38.9087536157391)	(26, 38.83488744378373)	(28, 38.73367069445345)	(30, 38.82220008798724)	(32, 38.528138191164714)	(34, 38.640540487289385)	(36, 38.51061153720093)	(38, 38.4350739600485)	(40, 38.32639425905555)	(42, 38.32389960940742)	(44, 38.1738492590764)	(46, 37.8451391149013)	(48, 37.64003306496602)	(50, 37.473158017222175)	(52, 37.33370289233613)	(54, 37.225689841227705)	(56, 37.036440886405884)	(58, 36.85284084339598)	(60, 36.65601621369336)	(62, 36.42158127383574)	(64, 36.16037286543509)	(66, 35.92095519879215)	(68, 35.679948297973944)	(70, 35.410184447002656)	(72, 35.18549267435381)	(74, 34.96819117244425)	(76, 32.87585029274222)
NS67_paired_1	(1, 32.761401471855066)	(2, 32.96724398543653)	(3, 33.06092731630051)	(4, 33.06422118564484)	(5, 33.108972033940724)	(6, 36.612681469316925)	(7, 37.015642761822185)	(8, 37.20805815382168)	(9, 37.295929933159094)	(10, 37.33955556498671)	(12, 37.346401510264826)	(14, 37.3248321571048)	(16, 37.31995380770063)	(18, 37.29709150971745)	(20, 37.28852342931559)	(22, 37.276401963947805)	(24, 37.27191103638451)	(26, 37.25186810081931)	(28, 37.249206201188386)	(30, 37.21442299534043)	(32, 37.18669338860572)	(34, 37.19022102353154)	(36, 37.124462259070484)	(38, 36.99850474081491)	(40, 36.884459173888416)	(42, 36.81548503033906)	(44, 36.75221449483709)	(46, 36.70407445898821)	(48, 36.61312333656032)	(50, 36.551100635697054)	(52, 36.54925068146513)	(54, 36.52704586336412)	(56, 36.44524121388146)	(58, 36.398365745397435)	(60, 36.31995405357903)	(62, 36.25039499729036)	(64, 36.240589571007845)	(66, 36.17675777610188)	(68, 36.21270986762429)	(70, 36.16084020633201)	(72, 36.17205769445322)	(74, 36.28919517577022)	(76, 35.17634574948375)
NS67_paired_2	(1, 31.14110463917201)	(2, 32.27711424967259)	(3, 32.46301024824038)	(4, 32.55784511400826)	(5, 32.43517522997025)	(6, 36.89282295915603)	(7, 36.819768149050255)	(8, 36.87519170861799)	(9, 36.90033649360102)	(10, 36.92098533880559)	(12, 36.944467497954896)	(14, 36.94225089316468)	(16, 36.940209371423094)	(18, 36.95335658404068)	(20, 36.827976314510266)	(22, 36.728997638609364)	(24, 36.801613681811006)	(26, 36.80506701193882)	(28, 36.82832010768787)	(30, 36.8099796028679)	(32, 36.7786617323504)	(34, 36.74424217907553)	(36, 36.790458953902125)	(38, 36.726572897709026)	(40, 36.68046659830533)	(42, 36.6189011805093)	(44, 36.653752128770456)	(46, 36.603892868671934)	(48, 36.484316485940425)	(50, 36.53403151570842)	(52, 36.50314853612933)	(54, 36.50066540647867)	(56, 36.43342773662923)	(58, 36.24726674959703)	(60, 36.15246930247936)	(62, 36.09923559120158)	(64, 36.143651604303464)	(66, 36.194013461563145)	(68, 36.21731474022952)	(70, 36.253656667463375)	(72, 36.230196399086665)	(74, 36.358898636684266)	(76, 35.06221064403711)
NS6_paired_1	(1, 32.894280042477014)	(2, 33.08335747373292)	(3, 33.148999291561054)	(4, 33.115522843691615)	(5, 33.16207989615427)	(6, 36.77203093067424)	(7, 37.10150418061272)	(8, 37.25373460455377)	(9, 37.31321278126206)	(10, 37.353482846001526)	(12, 37.34936397752311)	(14, 37.338140287937705)	(16, 37.3274638779614)	(18, 37.30895330333129)	(20, 37.30736793530319)	(22, 37.28614461036591)	(24, 37.27933803453526)	(26, 37.26008792418308)	(28, 37.24876195812922)	(30, 37.218716631563176)	(32, 37.19246832775633)	(34, 37.186031980917605)	(36, 37.13281716784186)	(38, 37.01084359948658)	(40, 36.855606341963984)	(42, 36.81151260346418)	(44, 36.75669371699928)	(46, 36.69284189107937)	(48, 36.63083194020565)	(50, 36.54198208537255)	(52, 36.523987624285)	(54, 36.490212647755186)	(56, 36.488056371529794)	(58, 36.43353112344418)	(60, 36.344812151154976)	(62, 36.29443994833284)	(64, 36.261649233856524)	(66, 36.262006996031936)	(68, 36.25145888499177)	(70, 36.20474754168727)	(72, 36.148310354788265)	(74, 36.23682185780195)	(76, 35.33402216291147)
NS6_paired_2	(1, 32.075822925924264)	(2, 32.596632060723984)	(3, 32.69202519278701)	(4, 32.7229048352105)	(5, 32.68590482702838)	(6, 37.05648025832411)	(7, 37.00858384525563)	(8, 37.02863220866424)	(9, 37.033030688001155)	(10, 37.002346068476)	(12, 37.0121427116417)	(14, 37.0360500312363)	(16, 37.03397626646763)	(18, 37.025876277586804)	(20, 36.960681662138995)	(22, 36.896541712174766)	(24, 36.90936283013484)	(26, 36.88610208700277)	(28, 36.90826552777898)	(30, 36.87051761257541)	(32, 36.83719998291687)	(34, 36.81803422404747)	(36, 36.78981431370172)	(38, 36.775101825979036)	(40, 36.77968764269932)	(42, 36.715949254980366)	(44, 36.68691782519696)	(46, 36.6464798851628)	(48, 36.579403950241186)	(50, 36.55112298879662)	(52, 36.54769754431407)	(54, 36.56841372093787)	(56, 36.502050391561966)	(58, 36.40968551187831)	(60, 36.316563816690234)	(62, 36.22153473024941)	(64, 36.14614113799716)	(66, 36.253345298719324)	(68, 36.32905977601791)	(70, 36.321646361721626)	(72, 36.25594091035404)	(74, 36.34993084713578)	(76, 35.109599462428996)
