feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidovorax	Acinetobacter	Actinomyces	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alicycliphilus	Alicyclobacillus	Alistipes	Allosaccharopolyspora	Altererythrobacter	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Aureimonas	Azorhizobium	Azospirillum	Bacillus	Bacteroides	Bifidobacterium	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Burkholderia	Caballeronia	Caldibacillus	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Caulobacter	Chroococcidiopsis	Chryseobacterium	Citrobacter	Cloacibacterium	Clostridium	Collinsella	Comamonas	Coprococcus	Corynebacterium	Croceicoccus	Cupriavidus	Curtobacterium	Cutibacterium	Deinococcus	Delftia	Dermabacter	Dermacoccus	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Effusibacillus	Eggerthella	Empedobacter	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Escherichia	Exiguobacterium	Faecalibacterium	Fannyhessea	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Geobacillus	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Herbaspirillum	Hydrogenophaga	Hydrogenophilus	Hymenobacter	Ideonella	Intestinimonas	Janibacter	Jeotgalicoccus	Kaistella	Kingella	Klebsiella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Lelliottia	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Luteimonas	Lysobacter	Mageeibacillus	Mammaliicoccus	Massilia	Mediterraneibacter	Megamonas	Meiothermus	Mesorhizobium	Methylobacterium	Methylorubrum	Microbacterium	Micrococcus	Micropruina	Microvirgula	Miltoncostaea	Mixta	Mobiluncus	Modestobacter	Monoglobus	Moraxella	Morganella	Mycobacterium	Mycobacteroides	Mycolicibacterium	Nakamurella	Neisseria	Neobacillus	Nocardia	Nocardioides	Novosphingobium	Odoribacter	Olsenella	Ornithinimicrobium	Oryzomicrobium	Oscillibacter	Ottowia	Paenibacillus	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pauljensenia	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Planococcus	Pluralibacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Proteus	Providencia	Pseudoclavibacter	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Rahnella	Ralstonia	Raoultella	Rheinheimera	Rhizobium	Rhodococcus	Rhodoferax	Rhodopseudomonas	Roseburia	Roseomonas	Rothia	Ruminococcus	Ruthenibacterium	Salmonella	Schaalia	Serinicoccus	Serratia	Shewanella	Shinella	Sinimarinibacterium	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Sulfurivermis	Sutterella	Tannerella	Tatumella	Tepidimonas	Tessaracoccus	Thauera	Thermaerobacter	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Treponema	Tsukamurella	Ureaplasma	Veillonella	Vescimonas	Vibrio	Vogesella	Weissella	Weizmannia	Xanthobacter	Xanthomonas
SRR20002450	1	0	0	0	0	0	7	2685	11	0	0	0	0	0	0	0	19	0	0	735	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	14	0	0	58	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	58	0	114	0	4467	0	12	0	2	10	0	0	0	0	0	0	19	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	7	14	0	0	0	0	0	0	0	51	0	5	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	133	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2230568	5	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
SRR20002455	14	0	0	112	0	0	582	103017	197	0	0	0	0	69	0	0	572	0	3	406	114	5	13	0	0	0	0	178	0	1902	22	0	5	0	4	160	0	692	61	0	368	0	0	12	11	85	0	54	0	186	3455	23	0	0	11	2	2	1	0	24	0	15	0	52	866	73	1509	17	9937	0	66893	0	1053	0	1186	527	0	0	0	0	46	0	67	0	8345	321	0	0	2776	0	53	52	0	27	0	10	0	8	20	0	0	62	0	18	88	77	601	18	2249	131	30	0	0	0	46	0	0	0	0	97	32	0	0	0	58	111	44	0	19	1	0	0	8	0	0	0	0	0	4	2033	1220	0	0	35	0	633	13	2	15	13	42	270	57	331	0	0	0	0	0	10	20	12731	28	109	36	504	0	86	0	0	23	20	0	0	0	0	0	5	0	39	130	43	0	11476	24	31	0	0	0	0	0	112	0	79	4	86	20	2	43	347	0	234	164	0	1424819	0	5	132	78	0	0	411	53	0	190	15	16	0	37	296	430	1	0	559	17	179	0	0	0	62	2	2733	2532	200	0	0	129280	256	1216	3	0	0	0	0	31	0	0	0	0	1	84	0	0	0	0	18	0	0	2	9	0	0	29
SRR20002456	0	0	3	75	0	0	350	34753	0	0	0	0	0	0	0	0	239	0	3	80	0	2	1	0	0	2	57	0	0	638	1	0	0	0	0	99	0	35	8	0	0	0	0	0	0	17	0	82	0	0	365	0	0	0	0	0	0	0	0	0	95	0	0	26	425	0	1771	0	3982	0	6513	0	293	0	224	171	0	51	28	0	0	0	124	0	694	108	24	0	336	0	5	0	0	6	0	21	0	7	0	0	0	13	0	0	0	7	212	16	936	0	0	4	62	0	0	4	0	0	0	26	18	0	0	3	0	6200	32	44	25	0	0	0	12	0	0	0	0	0	0	128	282	0	0	0	0	0	5	0	2	0	112	61	55	365	11	0	0	0	0	0	0	1915	0	38	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	15	0	4094	0	23	0	0	0	5	0	37	0	0	17	0	0	0	0	22	0	0	76	0	643433	0	0	64	0	0	0	210	0	0	37	62	0	1	0	23	90	0	0	0	0	0	7	0	0	38	4	647	468	80	0	0	37378	371	447	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	19
SRR20002459	11	1	0	46	0	0	549	21397	352	0	0	0	5	330	0	16	410	0	1	120	331	1	13	1	0	1	0	0	0	326	5	2	0	193	0	63	0	0	51	0	14	0	2	9	0	52	0	342	13	21	566	0	0	0	25	6	0	0	0	25	0	0	0	47	260	0	386	0	4758	0	12669	34	953	0	212	304	0	3	0	0	5	0	108	0	1022	325	0	0	589	0	77	0	0	0	0	2	0	0	0	0	217	80	0	0	141	208	278	35	939	0	62	0	0	0	10	0	0	6	0	241	22	0	0	0	3	132	123	0	25	0	0	0	0	0	17	0	0	0	0	272	233	0	0	0	0	0	23	0	4	3	29	92	86	457	0	0	0	0	0	6	0	51162	10	379	0	201	0	128	0	29	9	25	0	0	11	0	0	174	0	48	7	0	0	4454	0	226	0	0	0	0	0	0	1	0	42	154	0	0	11	0	0	32	0	0	646968	0	0	0	7	0	0	349	0	0	430	24	29	0	0	0	637	2	2	373	36	8	83	0	0	12	0	725	605	67	0	0	655427	250	406	0	0	0	2	0	5	0	0	0	0	0	0	0	0	9	0	28	0	0	2	1	0	0	3
SRR20002464	101	0	0	111	3	9	553	21679	126	94	0	0	47	0	0	0	248	7	415	129	52	4	1012	0	0	57	0	522	33	469	0	0	35	0	11	11867	234	3138	2626	287	0	0	0	92	13	228	0	127	6	57	274	0	51	7	6	0	0	2	0	0	181	0	182	929	619	582	3493	0	2964	34	13001	17	219	0	258	29	0	63	0	0	319	0	153	47	511	112	0	15	1492	7	5929	4	0	0	0	164	0	16	3	16	10	173	64	37	141	33	391	37	723	34	478	12	0	147	46	4	0	0	50	379	194	0	6	16	7	102	11	14	23	2	59	0	0	0	0	0	0	0	4	804	438	46	2	0	0	85	244	3	1899	2	56	193	34	457	4	0	0	0	0	0	39	7763	0	58	67	531	2	68	58	0	19	0	37	5	9	0	18	0	0	16	0	26	638	2747	3	376	5	55	0	58	0	0	72	1565	12	0	0	0	348	72	1	0	25	0	276559	17	0	75	4	31	0	139	0	0	213	19	0	0	634	0	254	74	106	0	81	0	0	0	0	27	14	978	2280	92	0	9	87467	213	367	0	0	21	0	12	0	142	0	0	0	58	42	0	0	7	0	2	73	4	2	4	0	0	65
SRR20002465	0	0	0	0	0	0	374	18635	0	0	0	0	0	0	0	0	127	0	9	662	0	0	14	0	0	0	0	0	0	301	0	0	0	11	0	31	0	290	10854	0	0	0	0	0	0	56	0	116	0	9	215	8	0	5	0	0	0	0	0	0	0	0	0	16	0	0	462911	0	1776	0	6256	0	19222	19	793	0	17	0	2	0	22	0	357	0	517	90	0	5	3232	6	0	0	0	0	0	0	0	0	0	0	0	78	0	0	154	18	111	0	362	36	113	1	11	0	8	0	1	2	0	176	21	0	16	0	13	53	78	0	0	11	0	0	0	0	0	0	0	14	3	524	517	0	0	0	0	0	7	0	13	0	19	51	7	51	0	5	0	0	1742	3	0	2388	0	66	0	467	0	0	0	0	3	0	0	0	2	0	18	0	0	0	0	0	0	1510	1	240	0	0	0	0	0	3	0	0	30	0	0	3	287	0	0	1623	0	0	142460	0	0	38	32	0	0	98	0	0	0	26	0	0	0	64	122	0	2	253	1052	0	0	0	0	22	0	417	483	59	0	0	17940	70	1738	0	0	0	0	0	0	37	0	0	0	2	0	8	1	14	0	1	0	0	0	0	0	0	4
SRR20002466	4	0	0	49	0	0	760	63810	91	4	0	109	0	1574	96	0	609	0	15	1995	14	0	39	0	1	2	0	0	0	1143	15	0	0	64	4	1128	0	433	174	0	367	0	1	15	0	93	0	237	0	44	804	30	0	0	0	0	11	0	5	44	0	0	103	104	492	67	862	0	6189	2	38098	34	249	0	458	344	66	0	0	0	42	0	0	41	1672	244	0	0	837	0	187	0	0	0	0	12	0	39	0	0	0	131	4	28	0	42	391	94	1891	0	209	0	17	0	39	0	28	0	0	545	37	0	0	1	0	832	0	46	54	0	44	0	0	3	0	0	0	0	0	338	38	3	14	0	0	22	341	0	61	6	39	190	158	904	0	2	0	0	0	0	0	5971	0	55	9	487	0	176	0	0	39	98	0	0	58	0	0	3	0	40	21	0	44	7409	0	82	0	0	0	4	0	0	0	121	72	9	0	0	35	0	33	169	91	6	1069877	7	0	0	3	27	0	263	80	0	125	56	3	11	6	41	2778	0	6	0	15	66	12	0	0	18	25	1603	2138	292	0	0	910708	109	465	4	0	0	3	0	11	3	0	0	0	114	0	0	0	19	0	3	0	0	15	0	0	0	15
SRR20002468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	718	0	0	0	0	0	0	74	0	0	0	11	0	1413460	0	0	0	58	0	0	158	0	0	0	0	0	0	0	0	40	0	539	0	0	0	1015126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	809898	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	201	0	0	862248	25	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13385	0	88	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR20002473	0	1	0	87	0	0	253	11066	176	0	0	0	0	0	0	0	320	0	9	38	167	1	4	0	0	2	0	0	0	548	0	0	0	0	1	38	0	186	100	0	0	0	0	23	0	15	0	80	0	10	309	0	0	0	0	0	0	237	2	1	0	0	0	15	237	0	622	0	2173	20	8239	0	0	0	201	142	0	3	0	0	0	0	205	0	411	17	0	1	712	0	9	0	0	2	0	5	0	20	94	0	0	17	0	3	34	106	345	15	723	12	67	0	20	0	1	0	1	0	0	13	0	0	0	0	0	76	0	0	1	0	0	0	0	0	1	0	0	0	0	456	108	6	0	0	0	0	0	0	21	2	14	102	3	186	0	0	0	7	0	0	20	683	0	32	5	251	0	110	0	0	3	4	0	3	0	0	0	0	6	8	0	28	23	3323	3	7	0	1	0	35	0	0	0	2	10	0	0	4	16	0	0	0	37	0	258121	0	0	6	0	0	0	172	0	0	52	44	0	0	0	0	482	0	11	0	9	0	0	0	0	62	0	702	655	114	0	0	7680050	118	6303	0	0	0	0	0	0	0	6	0	0	7	26	0	0	0	0	10	0	2	8	0	0	0	104
SRR20002474	0	11	0	110	0	0	923	76289	103	17	0	0	467	57	30	0	438	3	0	9186	155	0	197	0	2	21	0	330	58	1746	28	5	0	26	0	858	471	1298	273	1	182	0	55	119	0	698	25	436	0	0	4864	0	8	0	1	0	0	0	0	13	0	0	20	14	817	0	1192	0	10164	0	29409	0	199	0	661	1097	25	56	0	0	201	0	762	0	5180	312	10	0	1624	126	1462	46	0	4	0	12	0	87	4	0	26	44	48	11	128	123	563	61	1633	45	424	4	0	10	74	18	0	0	400	15517	531	0	0	84	11	289	13	56	0	0	0	18	8	0	0	0	0	19	0	1354	2074	9	0	0	0	259	93	2	0	16	305	342	159	2507	0	0	1	0	0	0	0	5850	0	65	153	1017	0	0	0	0	40	0	23	0	0	0	0	2	0	0	10	56	139	8860	0	102	0	4	0	0	0	56	7	547	0	16	65	7	23	268	10	1286	418	43	1059413	4	0	233	9	0	23	787	0	17	176	36	19	0	100	29	353	0	70	0	6	0	46	0	5	78	3	3176	3482	139	0	0	225163	678	2065	0	0	0	4	0	12	51	21	0	0	78	13	0	0	16	0	27	173	0	0	0	0	0	23
SRR20002475	0	0	3	489	0	9	1954	107692	628	1	0	0	109	0	0	0	1031	0	2	11506	294	0	44	0	2	0	0	12	0	2190	2	0	13	15	7	498	294	138	63	0	0	0	5	30	0	146	443	196	6	158	877	8	0	0	2	0	0	112	0	29	47	0	0	127	25479	0	1785	8	12666	9	116725	127	2553	39	901	1522	6	106	0	0	25	10	2549	0	2044	1442	6	39	0	0	259	16	0	34	0	90	16	218	6	0	0	88	0	80	135	295	900	74	2082	68	430	0	0	0	260	0	1	0	28622	913	141	0	0	0	0	329	47	737	16	205	0	0	0	0	42	16	0	3	9	197	290	12	9	0	52	72	299	0	36	0	107	347	224	834	308	12	0	11	0	0	0	6530	0	84	27	2728	0	154	0	0	27	0	1	0	3	0	0	4	0	88	41	65	10	10198	7	173	0	0	0	0	4	0	1	62	114	20	29	2	79	37	0	430	45	0	1730974	3	0	79	7	0	15	247	0	5	824	32	32	71	0	68	1101	0	0	0	64	2384	94	0	11	43	2	2926	2485	152	0	29	225619	4525	28007	38	0	0	0	0	0	317	0	0	4	116	167	0	0	38	0	56	11	0	5	17	0	0	52
SRR20002477	8	3	0	198	16	0	665	76777	1224	0	3	0	77	256	0	23	876	0	186	0	0	0	101	0	5	3	147	139	59	1281	11	0	1	0	0	1224	108	277	230	87	0	0	8	32	0	488	9	238	18	194	1530	6	7	11	0	0	0	106	6	24	0	0	0	181	709	175	2796	0	8541	45	38943	14	334	7	1770	674	13	6	0	2	20	0	3160	0	336	524	47	13	1533	0	1219	26	0	122	0	16	0	0	17	11	0	63	0	23	40	740	704	49	1763	36	866	0	26	0	62	31	1	0	162	148	99	0	29	20	0	755	130	0	0	7	55	0	0	0	0	17	0	6	8	176	65	7	0	0	233	17	122	0	2215	3	122	223	125	2118	14	0	0	0	0	0	30	11762	0	697	232	1399	0	3091	137	0	42	0	3	0	6	0	0	11	8	21	0	38	120	8192	18	82	14	4	0	0	1	0	20	230	94	0	0	1	204	494	0	0	416	0	1022063	9	0	14	8	40	0	444	105	0	359	250	4	12	74	45	7576	1	0	0	38	15	239	0	0	30	40	2536	2658	212	0	0	73798	392	5821	0	12	16	0	11	0	3	83	0	4	50	65	0	0	159	0	28	9	0	0	8	0	0	30
SRR20002478	0	0	0	60	0	0	140	36247	25	0	0	0	0	32	0	0	149	0	0	92	0	0	12	0	0	4	0	0	13	207	0	2	0	0	0	399	0	40	33	4	101	0	2	7	0	41	0	89	0	46	223	4	3	0	1	0	0	76	0	5	0	34	1	7	459	0	395	0	1200	0	4552	0	74	0	27	0	4	2	0	0	0	0	0	0	216	15	0	0	405	0	76	0	0	0	0	0	0	35	0	10	3	18	0	0	6	25	153	0	245	0	67	0	0	0	5	0	0	0	62	91	64	0	0	0	10	46	0	38	5	1	0	0	0	0	0	0	0	0	0	33	49	0	2	0	0	13	5	0	837	3	33	34	39	475	0	0	0	32	0	0	0	1592	0	7	0	87	0	5	12	2	0	22	0	0	0	0	0	1	0	8	22	23	7	1155	3	22	0	0	0	4	0	0	4	12	61	0	0	0	5	333	0	0	0	0	250537	10	0	33	0	0	0	103	0	0	49	21	4	0	3	25	114	1	1	0	4	9	0	16	5	0	3	385	783	49	0	0	134349	372	129	23	0	0	0	0	3	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	0	4
SRR20002479	0	0	0	0	0	0	98	11517	15	0	0	0	0	0	17	0	85	0	0	0	0	0	0	0	0	0	0	3	0	66	3	0	0	0	1	17	0	0	0	0	0	0	2	0	0	9	0	42	0	44	343	0	0	0	0	2	0	0	1	0	0	0	1	0	59	0	45	0	508	0	2571	0	0	0	87	0	0	0	0	0	13	0	56	0	0	22	0	0	90	0	0	0	0	0	0	0	0	8	0	0	9	12	0	0	0	5	106	0	218	8	0	0	0	0	16	2	0	0	287	38	0	0	0	0	1	0	0	12	3	1	0	0	0	0	4	1	0	0	2	4	0	0	0	0	0	0	0	0	18	0	9	22	24	141	0	0	0	0	0	2	0	1309	4	13	18	107	0	15	0	0	10	0	0	0	4	1	0	0	0	0	18	148	4	793	3	16	0	1	0	0	0	0	0	0	3	0	0	4	8	0	6	0	0	0	39347	32	2	0	0	0	0	0	0	0	0	21	0	0	2	1	21	0	0	0	6	2	12	0	0	0	3	116	95	21	1	0	165307	39	23	36	0	0	0	0	0	3	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	3
SRR20002481	0	0	0	15	0	0	51	1698	0	0	0	0	0	0	9	0	29	0	2	0	0	0	53	0	0	31	0	117	38	9	3	0	0	0	0	9	0	957	7	84	0	0	0	0	0	6	0	12	2	0	139	1	0	0	0	0	0	0	0	0	0	0	0	48	42	125	91	0	127	0	974	0	31	0	7	9	4	0	0	0	17	0	0	16	34	7	0	6	0	0	818	0	0	3	0	3	0	0	0	32	0	16	16	0	0	1	29	0	42	0	84	0	0	0	3	1	0	0	16	130	8	0	4	0	0	8	2	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	153	0	1608	0	9	14	8	50	0	0	0	0	0	0	0	296	0	3	15	40	0	12	36	0	0	0	11	0	0	0	34	0	0	0	0	0	249	318	1	4	0	0	0	0	0	0	0	768	42	9	0	14	0	21	0	0	0	0	9443	0	0	3	2	0	0	13	0	4	0	20	0	0	84	1	3	0	3	0	0	0	0	9	0	0	0	47	28	5	0	0	3735	19	50	0	0	0	0	0	2	0	0	1	0	40	0	0	0	0	0	1	0	4	1	1	0	0	0
SRR20002482	0	0	0	121	0	3	462	26508	53	0	0	0	0	0	0	0	362	2	7	0	12	4	8	8	0	0	8	18	44	501	15	0	0	0	1	468	0	69	76	0	8	0	3	12	0	142	0	156	16	26	2487	0	123	0	0	0	0	548	7	2	0	7	0	19	689	39	1141	0	3401	0	17807	11	670	0	14	212	14	79	5	0	0	0	57	0	0	0	0	0	194	38	346	8	0	0	0	7	0	0	0	146	7	119	0	0	12	6	354	0	627	10	475	0	0	0	14	0	0	0	0	185	50	0	0	0	29	38	0	0	0	6	0	0	0	0	0	0	0	4	0	19	0	3	0	0	0	101	61	0	2306	3	25	123	13	627	0	0	0	0	0	0	0	2164	0	0	13	353	0	20	77	0	20	2	0	0	0	0	0	0	0	16	0	10	9	2919	1	65	0	0	0	0	0	0	0	25	0	13	0	16	17	229	0	0	20	10	290725	3	0	32	1	8	0	149	0	1	82	86	0	0	1	0	88	0	0	0	6	13	5	18	6	7	0	1226	1099	35	0	0	22535	155	444	6	0	0	1	63	46	6	0	0	3	76	0	0	1	0	0	0	8	0	0	22	0	0	1
SRR20002486	5	0	0	26	0	4	393	25515	106	0	0	0	21	566	0	0	355	0	18	89	82	1	91	0	0	8	0	0	0	356	0	4	0	20	0	2168	0	109	222	23	0	0	1	24	0	115	9	141	6	22	355	4	0	3	2	0	0	0	0	28	0	0	0	54	467	22	894	0	4068	0	13882	36	519	17	157	134	45	3	0	0	6	0	90	0	66	0	2	0	0	0	365	0	0	6	0	40	0	0	0	0	39	64	11	15	55	5	365	0	975	44	29	0	0	11	25	0	0	9	98	232	104	0	0	1	22	152	9	108	4	0	0	0	0	0	3	6	2	0	0	85	246	0	0	0	9	19	56	0	35	3	54	145	18	530	0	0	0	0	0	2	38	1715	19	79	11	254	0	0	0	0	0	31	0	0	3	5	0	0	0	0	0	8	21	3957	3	361	0	0	0	0	2	36	1	102	4	0	0	3	40	19	0	0	18	6	428425	10	3	10	15	0	0	237	0	0	113	62	13	5	26	7	83	2	10	174	1	43	0	14	0	15	9	777	453	61	0	0	24033	381	213	4	0	0	0	2	3	9	16	0	0	15	0	0	0	2	0	2	10	0	11	0	0	0	19
SRR20002487	5	4	0	94	0	0	854	207706	57	0	4	118	0	244	31	0	588	0	27	0	0	11	216	1	0	0	12	65	58	1337	30	0	0	103	11	2847	79	449	151	18	168	0	0	218	2	48	0	352	25	37	672	29	91	0	14	5	3	983	7	0	0	0	0	93	2233	100	2049	0	5877	0	39839	45	0	116	163	419	0	0	0	0	31	0	0	22	457	623	0	18	2853	15	501	0	0	48	0	30	0	5	0	71	0	107	0	11	151	118	679	74	866	40	543	9	0	0	12	1	0	0	150	204	43	0	0	2	12	320	17	241	4	0	0	0	0	0	14	0	0	11	0	623	210	0	7	0	15	191	83	0	1944	1	71	469	40	463	1	0	0	0	0	0	0	22137	0	23	0	375	0	0	112	0	23	0	0	0	12	0	0	3	0	11	14	299	31	4923	10	31	5	0	0	0	1	72	0	147	83	0	0	0	40	0	0	0	219	0	1275806	8	0	298	40	34	0	275	0	0	165	101	107	0	96	275	289	2	5	0	5	13	0	60	0	40	3	1228	7155	118	0	4	855914	2011	298	493	0	6	1	80	0	0	0	0	5	83	20	46	3	0	0	72	61	0	5	0	0	0	141
