feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidithiobacillus	Acidothermus	Acidovorax	Acinetobacter	Actinomyces	Actinoplanes	Actinotignum	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromicrobium	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alcanivorax	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Allosaccharopolyspora	Altererythrobacter	Aminobacter	Amycolatopsis	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacter	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Asticcacaulis	Atlantibacter	Atopobium	Aureimonas	Azoarcus	Azorhizobium	Azospira	Azospirillum	Bacillus	Bacteroides	Bdellovibrio	Bergeyella	Bifidobacterium	Blastococcus	Blastomonas	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Buchnera	Burkholderia	Butyricimonas	Caballeronia	Caldibacillus	Calothrix	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Castellaniella	Caulobacter	Celeribacter	Cellulomonas	Cellulosimicrobium	Cellvibrio	Cereibacter	Chelatococcus	Chloracidobacterium	Chloroflexus	Chondrocystis	Christensenella	Chroococcidiopsis	Chryseobacterium	Citricoccus	Citrobacter	Clavibacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Conchiformibius	Conexibacter	Congregibacter	Coprococcus	Corynebacterium	Croceicoccus	Cronobacter	Cruoricaptor	Cupriavidus	Curtobacterium	Cutibacterium	Cytobacillus	Defluviicoccus	Deinococcus	Delftia	Denitratisoma	Dermabacter	Dermacoccus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Dysosmobacter	Effusibacillus	Eggerthella	Eikenella	Elizabethkingia	Empedobacter	Ensifer	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Erythrobacter	Escherichia	Eubacterium	Ewingella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Ferrovibrio	Filifactor	Finegoldia	Flaviflexus	Flavobacterium	Flavonifractor	Flintibacter	Fonsibacter	Frederiksenia	Fretibacterium	Friedmanniella	Frigidibacter	Frigoribacterium	Fusobacterium	Gardnerella	Gemella	Geobacillus	Geodermatophilus	Georhizobium	Gluconacetobacter	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Hankyongella	Herbaspirillum	Hydrocarboniclastica	Hydrogenobacter	Hydrogenophaga	Hydrogenophilus	Hylemonella	Hymenobacter	Iamia	Ideonella	Idiomarina	Immundisolibacter	Intestinimonas	Janibacter	Janthinobacterium	Jeotgalibaca	Jeotgalicoccus	Jonesia	Kaistella	Kerstersia	Kingella	Klebsiella	Kluyvera	Kocuria	Kosakonia	Kovacikia	Kurthia	Kyrpidia	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Laribacter	Larkinella	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Legionella	Lelliottia	Lentibacillus	Leptolyngbya	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Loigolactobacillus	Luteimonas	Lysinibacillus	Lysobacter	Macrococcus	Mageeibacillus	Mammaliicoccus	Marinobacter	Marinobacterium	Marmoricola	Massilia	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Melaminivora	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylococcus	Methylomonas	Methylophilus	Methylorubrum	Methyloversatilis	Microbacterium	Microcella	Micrococcus	Microlunatus	Micromonospora	Micropruina	Microvirga	Microvirgula	Miltoncostaea	Miniimonas	Minimicrobia	Mitsuaria	Mixta	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Morganella	Murdochiella	Muribaculum	Mycobacterium	Mycobacteroides	Mycolicibacter	Mycolicibacterium	Mycoplasma	Myroides	Nakamurella	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Neomicrococcus	Nitrosomonas	Nitrospira	Nitrospirillum	Niveispirillum	Nocardia	Nocardioides	Nocardiopsis	Nosocomiicoccus	Nostoc	Novosphingobium	Ochrobactrum	Odoribacter	Oligella	Olsenella	Ornithinimicrobium	Orrella	Oryzomicrobium	Oscillatoria	Oscillibacter	Ottowia	Paenibacillus	Paeniglutamicibacter	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pasteurella	Paucibacter	Pauljensenia	Pectobacterium	Pediococcus	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phenylobacterium	Phocaeicola	Phytobacter	Planktophila	Planococcus	Plantibacter	Pluralibacter	Polaromonas	Polymorphum	Polynucleobacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Protaetiibacter	Proteiniphilum	Proteus	Providencia	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudocnuella	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Qipengyuania	Rahnella	Ralstonia	Raoultella	Rathayibacter	Rheinheimera	Rhizobacter	Rhizobium	Rhizorhabdus	Rhodobacter	Rhodococcus	Rhodoferax	Rhodopseudomonas	Rhodothermus	Roseburia	Roseiflexus	Roseococcus	Roseomonas	Rothia	Rouxiella	Rubrobacter	Rugosibacter	Ruminococcus	Ruthenibacterium	Saccharomonospora	Saccharothrix	Salinicoccus	Salmonella	Sandaracinobacter	Sanguibacter	Schaalia	Schlegelella	Scytonema	Selenomonas	Serinicoccus	Serpentinimonas	Serratia	Shewanella	Shinella	Simplicispira	Sinimarinibacterium	Sinorhizobium	Skermanella	Skermania	Sneathia	Solibaculum	Sphaerotilus	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Steroidobacter	Streptococcus	Streptomyces	Sulfuriferula	Sulfuritalea	Sulfuritortus	Sulfurivermis	Sutterella	Symbiobacterium	Tabrizicola	Tannerella	Tardibacter	Tatumella	Tepidimonas	Tessaracoccus	Thalassospira	Thauera	Thermaerobacter	Thermanaerovibrio	Thermoactinomyces	Thermobacillus	Thermobifida	Thermocrinis	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Tolumonas	Treponema	Tsukamurella	Tsuneonella	Ureaplasma	Ureibacillus	Vagococcus	Variovorax	Veillonella	Vescimonas	Vibrio	Virgibacillus	Vogesella	Weissella	Weizmannia	Wenzhouxiangella	Xanthobacter	Xanthomonas	Yimella	Zunongwangia
SRR20002473	11	18	8	392	0	0	0	0	2122	46805	2353	0	0	2	0	123	60	0	347	0	3	2417	0	36	317	7	149	23	80	0	0	0	5	0	20	0	5	0	0	1977	23	0	9	3	10	0	3	0	23	0	235	1549	184	0	0	510	0	0	27	30	7	8	382	0	101	0	594	2	9	2	1752	0	59	95	0	14	32	4	0	0	181	0	2	0	1	0	0	0	0	0	0	8	8	0	121	0	0	10	7	0	48	736	0	0	5	14	5287	7	0	0	8998	196	37716	23	0	16	696	0	1	1102	0	2	0	721	3	12	0	136	0	6	0	1	0	0	258	0	1153	82	0	2	0	1112	0	0	0	0	0	8	0	0	2	0	0	0	16	0	0	20	1	0	0	0	0	0	0	12	89	3429	125	8	0	0	5	133	0	32	109	600	2049	134	0	9200	0	0	83	336	0	0	1	75	0	11	2	43	0	0	0	0	5	0	11	198	0	111	4	0	0	0	1	0	0	0	0	1	1	367	12	2	0	0	9	8	4	210	0	5	0	0	9	1	2	0	0	0	50	1098	624	0	8	0	0	0	0	0	0	0	0	20	0	0	0	0	193	26	9	0	0	185	0	0	0	686	0	121	0	1917	0	0	0	1	2	0	0	0	0	10	0	14	0	21	1021	0	0	0	281	32	0	1927	0	0	3	3	0	996	0	3	3	3	13	0	0	123	0	0	0	27	0	0	0	19	0	1	8	5	169	9	117	0	43	9	199	110	38942	28	152	0	29	0	0	0	278	0	0	0	1	0	0	37	0	0	40	0	0	0	0	3	0	22	119	0	3	0	1	0	0	46	9	0	1	0	802526	209	2	9	6	12	0	5	781	34	0	0	2	340	0	0	216	33	0	0	1	0	0	27	2195	0	2	2	9	9	0	0	0	1165	0	0	178	6	0	10	4	7	131	0	3	0	129	0	73	0	0	178	0	0	5003	1073	550	0	0	7795208	747	2	57284	0	3	0	0	0	0	0	0	3	0	0	0	0	0	12	2	0	0	3	0	0	0	44	117	0	0	7	6	0	0	0	0	0	106	0	46	0	40	0	0	0	0	758	0	0
SRR20002474	11	24	16	661	0	86	0	0	3360	79695	857	0	0	26	0	0	3252	0	921	63	0	4523	53	2	39307	0	459	4	1947	0	0	17	9	0	97	29	413	44	1	3851	162	20	2	15	0	0	97	0	4	55	6535	3450	11339	0	0	1220	280	0	41	186	99	4429	1838	0	4261	61	6700	11	106	0	50410	53	16	47	4	10	42	0	57	0	82	0	0	153	0	0	6	0	0	0	0	23	465	0	404	0	0	37	0	46	48	1665	3	0	0	130	5299	0	0	0	19334	14	93851	0	0	146	2586	0	27	3703	2	0	0	3663	210	44	0	0	0	490	0	0	47	6	994	21	2263	613	29	0	0	3551	17	0	264	0	130	4143	0	0	157	5	0	7	45	0	41	53	0	0	1	0	3	0	0	0	244	38	0	161	0	0	150	325	912	16	633	631	4257	275	27	19962	0	0	306	1052	0	87	28	7	0	9	59	642	8	1	103	23	31	35	11	4566	0	87578	0	0	0	0	4417	0	18	1014	74	18	0	970	67	0	0	0	117	75	15	31	0	86	0	618	43	5	13	0	14	100	19	2237	3810	0	16	0	52	0	0	0	0	0	0	1075	0	277	17	0	112	8	129	198	0	1897	1	0	1	3061	6	1599	0	16254	0	0	24	0	0	18	0	0	0	0	7	155	0	0	6224	5	0	0	1108	1765	0	11526	0	0	0	0	0	181	3	8	0	0	18	0	0	1115	3	0	0	6	0	232	0	0	50	18	8	0	8	10	0	0	86	47	336	1245	85670	50	1487	0	53	0	0	0	0	0	0	0	46	168	0	3727	148	4	38	0	176	0	0	0	109	190	267	1137	444	0	0	2	823	330	0	0	419	0	1751008	80	11	805	124	0	0	128	1471	47	0	205	10	920	0	2	472	103	0	0	818	0	0	288	1330	0	42	0	68	187	0	4	0	2102	0	0	98	0	23	0	19	10	548	277	15	0	203	17	152	0	0	39	0	81	15228	3986	837	16	27	134499	4974	13	13435	50	0	0	38	6	16	0	0	41	0	0	96	290	0	23	0	0	0	0	0	0	1	882	195	0	0	1	159	32	0	0	0	0	289	345	1	0	86	0	0	2	9	311	0	0
SRR20002475	5	0	93	1605	0	8	0	0	6158	107449	4939	0	1	14	0	0	281	2	1710	0	37	10589	21	18	46681	91	441	7	329	131	0	143	37	1	0	99	15	0	0	6101	31	0	105	0	0	0	47	25	95	0	3958	364	928	0	44	326	20	0	38	149	141	235	790	0	612	1494	2868	51	319	1	4306	11	125	25	0	24	16	15	9	0	167	19	8	6	0	1	0	0	0	0	0	5	215	0	449	20	0	76	0	20	196	35195	0	0	0	14	8144	87	0	0	24023	252	278599	0	0	1596	4153	2	118	4840	4	75	0	5854	234	111	36	0	0	68	0	0	32	0	3229	80	886	2456	115	87	169	546	35	0	5	1	0	509	0	0	87	5	0	0	207	19	38	149	9	0	0	0	0	0	78	138	862	173	59	27	1	0	3	851	14	140	562	1330	5663	223	5	24003	0	0	411	1278	1	42	84	147	0	9	27	1900	0	0	4	1	18	59	10	92649	0	7360	5	0	2	0	978	0	17	5	0	0	23	709	94	17	11	0	1226	67	949	56	0	0	0	0	39	14	222	12	5	28	36	259	556	0	90	0	166	289	0	50	0	0	4	392	0	550	0	0	826	78	26	0	30	2056	0	17	4	3583	0	1649	0	7615	25	0	1395	0	35	11	0	0	0	60	50	13	1	0	5620	15	0	0	797	317	0	29234	0	0	0	15	0	1156	0	0	0	0	4	0	4	619	0	6	33	99	0	1	7	12	434	21	36	0	0	34	24	0	283	191	200	48	111649	49	3127	2	0	1	0	0	0	17	23	36	12	2	0	287	208	0	107	0	59	0	0	0	84	48	719	160	1	0	6	12	205	57	27	720	13	4	2362711	88	11	235	109	28	72	49	1176	44	52	78	26	1756	50	22	407	172	901	0	16	0	0	919	2113	0	6	0	0	1	16	0	0	576	44	0	682	18	0	5	21189	0	604	67	58	5	210	1	33	3	28	0	0	24	14921	3352	1008	29	188	124341	23003	1	205914	1772	2	0	0	0	0	0	0	0	0	0	11	741	18	6	0	0	0	0	0	0	246	1503	336	0	18	21	217	45	1	0	0	67	472	31	0	0	50	80	0	4	0	437	2	0
SRR20002477	31	13	10	1104	84	2	0	1	4357	118024	9454	0	0	24	16	2	182	0	1053	7	71	5999	11	502	79	4	94	4	648	0	0	9	3	4	17	189	197	1265	0	2703	71	14	27	20	0	0	0	28	14	77	6072	991	1157	0	8	588	24	0	427	80	85	169	669	5	2228	14	1672	80	646	0	5630	3	167	48	0	85	70	11	5	84	226	0	21	882	0	0	7	5	5	67	0	45	288	3	905	0	0	67	127	51	636	2039	0	1	0	198	10706	124	0	0	15834	546	95130	0	0	189	2112	0	4	8364	1	0	0	2149	182	21	9	0	90	24	13	0	24	191	1604	3	844	973	82	24	11	2120	0	0	26	0	0	2555	8	31	75	0	8	0	393	0	0	20	114	8	0	0	6	0	0	20	0	92	620	0	0	11	39	451	15	122	110	4304	3366	138	0	14875	5	1	89	2743	3	64	1	62	9	1	19	512	384	0	119	0	272	0	88	445	0	1127	29	0	8	25	897	0	75	65	0	68	12	1379	216	0	2	4	0	49	38	638	0	0	6	0	44	33	0	31	2	54	38	171	119	0	49	0	100	0	0	239	6	0	96	178	13	449	0	9	39123	31	39	0	13	917	0	0	6	1306	0	2303	51	13157	1983	0	50	138	0	0	0	0	1	7	0	42	0	27	10034	4	0	0	6434	1219	0	11139	0	19	1	0	0	37183	1134	16	1	0	11	0	0	572	0	0	0	36	35	27	0	8	73	31	26	0	0	64	36	3	153	8	322	624	74596	113	1250	169	4	0	0	0	4	0	363	12	9	95	1	829	7	13	141	9	0	0	0	0	0	15	1700	767	68	0	8	0	0	259	15	0	1	6	1473570	192	1	244	102	57	0	9	1520	139	33	9	18	1046	14	0	1884	104	120	1	229	0	0	238	17117	2	8	0	27	1	0	0	0	0	61	4	319	6	0	7	162	0	615	48	2	0	88	0	91	16	1	0	0	152	9635	3211	1066	13	23	80287	2361	3	28679	77	0	1	23	17	48	3	215	14	36	85	39	5	0	66	16	0	37	0	12	9	20	999	293	0	0	8	843	69	0	1	15	52	273	89	26	5	74	22	0	0	2	220	6	0
SRR20002478	10	0	7	173	0	5	10	1	820	37368	323	0	0	0	0	0	9	0	175	0	19	1031	3	8	552	15	48	3	64	2	0	24	0	0	25	0	0	277	0	763	5	2	0	0	0	0	16	3	9	11	2087	116	155	0	0	124	0	0	34	66	14	79	110	2	131	0	755	0	60	0	1095	0	14	50	0	7	17	0	0	0	77	0	51	3	3	0	0	4	4	0	0	3	22	0	156	0	8	456	0	10	67	1169	0	0	0	0	2459	0	0	1	2682	100	15622	0	0	9	319	0	0	136	5	4	0	501	12	37	0	0	26	2	0	0	0	0	230	0	439	13	13	3	0	786	0	0	0	0	0	332	0	0	9	0	0	2	5	0	0	8	0	0	0	0	0	3	0	2	68	6	140	1	0	0	20	155	0	11	8	82	1081	21	0	2746	0	2	33	616	0	2	0	22	0	1	0	74	0	0	4	3	14	0	13	558	0	419	15	2	0	6	499	0	0	1	3	40	0	141	0	0	0	0	125	17	3	173	12	11	3	0	0	2	14	0	0	6	8	73	176	0	1	0	10	12	0	6	0	0	6	209	0	31	0	0	14729	2	27	1	0	172	0	0	0	324	0	673	5	2913	5	0	0	0	0	1	0	0	0	96	4	0	9	0	1646	1	0	0	74	22	0	689	0	0	0	0	0	94	169	0	0	0	1	0	33	45	0	0	0	64	0	0	0	8	0	0	8	1	0	5	8	0	32	49	240	37	11934	18	294	9	0	0	0	0	2	0	0	0	3	9	2	66	0	0	109	111	0	0	0	0	5	11	112	788	5	0	0	1	0	4	5	0	3	0	607969	117	0	100	3	0	0	11	315	43	0	0	0	301	0	0	140	52	0	1	27	0	0	128	426	0	0	1	2	15	0	0	0	229	0	0	41	1	0	0	73	0	20	106	22	0	31	0	12	0	0	0	1	20	1645	616	111	0	0	119524	1661	2	908	174	0	8	1	0	0	0	0	5	0	0	16	18	0	11	9	0	0	1	0	0	0	459	58	0	0	4	1	0	0	0	0	0	18	0	5	0	9	16	0	0	0	35	0	0
SRR20002479	0	0	2	41	0	0	0	0	202	8391	73	0	0	0	0	0	0	0	71	65	1	234	0	3	7	0	39	1	2	0	0	0	0	0	0	0	4	0	0	211	12	0	0	0	0	0	0	0	4	0	75	0	0	0	0	8	1	0	0	13	6	9	22	0	40	0	153	0	102	0	1286	0	12	2	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	5	5	0	37	0	0	10	0	2	4	130	0	0	0	0	243	0	0	0	883	0	6360	0	0	9	50	0	0	316	0	6	0	80	0	1	0	0	0	10	0	0	0	0	436	0	5	28	1	0	0	474	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	18	55	0	0	9	12	266	8	0	892	0	0	24	8	0	3	0	5	0	5	0	87	43	0	5	0	0	0	2	655	0	102	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	46	4	2	0	0	0	0	0	0	0	10	1	2	0	6	6	3	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	206	13	0	0	0	43	0	0	0	85	0	205	0	478	1	0	6	0	0	0	2	0	0	0	0	11	0	0	1142	1	0	0	69	40	0	410	0	0	0	0	0	44	0	0	0	0	0	0	0	125	0	4	0	1	0	0	0	0	25	3	1	0	0	0	0	0	0	46	586	9	3918	10	80	0	3	0	0	0	0	7	2	0	0	0	0	6	0	0	8	0	1	0	0	0	0	14	31	0	13	0	0	0	0	1	3	0	0	0	76349	159	20	0	5	0	0	4	22	14	0	0	0	26	0	0	56	10	17	0	1	0	0	1	52	0	0	0	0	0	0	0	0	0	4	0	8	0	0	2	9	0	30	11	0	0	0	0	0	1	0	0	0	12	455	133	109	3	6	184602	179	0	86	102	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	0	0	9	10	0	0	4	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	12	0	0
SRR20002481	0	0	0	33	0	0	0	0	73	3233	18	0	0	0	0	0	0	0	58	19	0	54	0	3	0	1	39	0	82	0	0	0	0	0	85	0	125	199	3	45	8	0	0	0	0	0	0	0	0	0	12	0	1758	0	0	13	0	0	196	3	2	0	36	7	20	2	34	4	0	1	384	2	1	4	0	2	0	0	0	0	25	0	0	0	0	0	0	1	1	0	4	3	0	0	0	0	0	0	10	0	99	57	0	0	0	186	223	0	0	0	194	0	1630	0	0	0	22	0	0	21	0	1	0	27	6	0	0	0	14	20	0	0	0	0	0	48	30	3	0	9	0	0	0	0	0	0	0	1215	0	0	0	0	0	0	8	0	0	15	0	0	0	0	3	0	0	0	8	4	115	2	0	0	4	21	36	0	0	5	49	7	0	158	0	0	5	219	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	19	0	293	0	0	0	7	17	0	3	0	0	0	0	9	7	0	0	2	0	3	0	10	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	252	0	0	6416	0	0	0	0	27	0	0	0	43	0	17	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	7	25	0	99	0	1	0	0	0	23	100	0	0	0	0	0	0	2	0	0	0	1	0	18	0	0	0	0	0	0	55	1	0	0	0	0	0	476	997	1	14	4	0	0	0	0	1	0	0	0	5	0	0	1487	11	0	81	0	14	0	0	0	0	22	5	28	0	0	0	0	0	0	0	0	1	0	15684	9	0	3	1	5	0	0	21	0	0	5	0	0	0	0	60	0	0	3	85	0	0	6	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	67	0	0	128	49	17	0	0	6551	28	0	91	0	0	0	4	0	0	0	0	0	0	1	6	3	0	0	1	1	0	0	0	0	0	201	4	0	0	0	0	0	0	0	0	0	7	3	8	0	3	3	0	0	0	6	0	0
SRR20002482	3	2	15	325	0	2	5	0	1525	82770	480	0	0	5	0	4	0	0	359	14	7	1583	27	7	93	3	198	7	33	0	9	0	9	2	13	7	21	1256	0	1202	63	0	0	0	0	0	17	0	16	15	1593	938	147	0	0	286	7	0	4	33	26	30	232	1	380	0	671	26	46	0	13426	0	15	313	0	17	7	5	0	9	633	0	16	0	0	0	0	8	9	1	0	80	7	0	270	0	0	19	0	0	70	1123	0	0	0	52	3751	0	0	0	5394	40	44871	0	0	58	1005	0	0	53	4	9	0	983	92	299	29	30	34	3	3	0	0	0	206	6	134	0	10	3	5	477	0	0	169	0	0	901	3	0	14	0	0	0	9	0	2	10	0	0	0	0	0	0	0	4	40	28	1280	0	0	0	27	471	0	4	46	10	1045	54	0	4339	0	2	52	2208	0	0	0	37	0	1	0	44	0	0	0	0	4	0	4	115	0	914	0	0	0	22	135	1	0	0	0	55	0	110	12	4	0	0	0	1	23	0	0	0	0	0	0	17	11	0	0	5	0	21	16	0	4	0	4	16	0	8	0	0	0	618	0	111	0	0	38300	19	15	0	0	222	4	1	0	526	0	167	0	3112	0	0	3	0	0	0	0	0	0	4	0	0	0	0	3235	0	7	0	41	99	0	1853	0	0	0	0	0	151	931	0	1	0	6	0	0	296	0	0	0	6	8	0	0	16	22	0	15	0	19	4	0	0	70	2	104	29	19613	9	330	75	2	0	0	0	2	11	0	0	0	2	0	74	0	0	2	0	101	0	0	1	0	57	140	841	7	0	0	0	14	54	0	0	126	0	480627	48	0	92	26	9	0	0	565	66	0	22	2	272	0	0	243	33	1	7	14	2	0	24	334	0	0	0	10	0	0	0	4	42	0	0	45	7	0	40	64	6	30	65	22	0	81	0	0	0	0	0	0	11	3355	1085	211	0	0	53679	680	2	1693	55	0	0	1	34	1	1	0	12	6	81	208	7	0	12	24	2	0	1	0	0	16	1134	63	0	0	7	11	0	0	0	6	0	31	21	6	1	11	21	16	0	0	20	0	0
SRR20002486	12	0	10	254	0	17	0	0	973	18932	601	0	0	27	0	0	45	106	274	3	2	1715	0	69	227	4	518	9	374	4	3	23	14	0	22	2	6	4	0	1324	14	2	0	0	0	0	43	0	14	6	10448	88	577	0	0	804	32	0	76	59	11	89	287	0	292	34	709	10	77	0	1295	0	58	2	0	12	7	0	0	0	23	13	0	0	0	0	0	0	0	0	0	1	14	2	0	0	26	17	9	19	96	673	0	0	0	24	2529	1	0	0	5650	209	41167	0	0	351	955	0	21	650	17	11	0	1148	87	9	3	23	0	27	0	0	14	0	398	4	127	17	1	0	0	486	1	0	1	0	0	735	1	1	0	0	0	0	40	0	0	99	0	0	0	0	11	0	0	6	0	5	0	18	0	0	143	330	44	11	56	17	1507	30	0	5496	0	0	17	65	1	24	34	31	0	2	22	205	23	0	1	0	1	0	13	233	0	1015	0	1	1	0	413	0	0	5	0	58	0	263	26	0	0	0	201	19	7	0	0	7	0	0	5	4	6	2	15	0	0	237	579	0	0	0	27	0	0	4	0	0	0	153	0	181	0	0	229	7	38	0	0	386	0	0	4	788	0	269	0	2968	0	82	0	4	4	0	0	0	0	0	0	27	0	36	1572	11	0	0	416	68	0	2019	0	0	0	0	0	93	0	0	0	0	3	0	0	135	0	0	0	48	10	1	0	0	15	8	25	1	1	2	6	0	10	12	29	108	25657	9	2338	0	7	0	0	0	2	0	0	13	14	2	0	464	0	0	15	0	0	0	1	5	0	22	233	35	12	0	2	0	4	4	0	0	53	0	566042	94	4	57	23	2	0	0	630	37	0	3	5	325	39	0	247	45	55	0	95	0	0	30	265	0	12	0	7	54	0	0	0	388	0	0	39	6	2	0	191	10	45	123	2	18	27	0	0	0	0	13	5	56	3513	632	272	1	9	15022	904	0	735	42	3	1	3	2	0	0	0	1	0	21	5	49	0	21	0	0	0	24	8	0	0	72	14	0	3	2	23	6	0	0	2	0	12	25	0	5	39	0	0	0	4	55	0	0
SRR20002487	88	28	13	721	0	5	10	6	4942	311353	510	21	0	7	5	437	131	0	1971	65	59	4180	6	133	129	0	162	66	1371	196	27	30	0	0	40	119	76	2833	0	3206	184	0	7	0	5	0	213	0	63	73	17676	1254	2707	0	0	724	15	3	88	226	64	122	2169	26	394	20	4736	99	200	0	6736	22	273	269	5	25	122	24	73	26	760	0	0	325	0	0	0	14	16	3	10	136	128	0	675	0	0	138	6	41	508	7973	0	0	0	267	11234	4	90	7	14305	17	149768	0	0	615	2390	0	469	969	152	79	0	2452	73	8	0	21	101	125	0	0	35	10	776	165	528	1006	0	39	4	4631	7	0	205	0	0	2166	0	0	0	0	0	6	321	34	0	80	0	4	0	0	1	0	0	65	19	93	2153	20	0	0	76	504	9	44	803	320	3912	154	3	12410	18	21	109	4626	0	185	13	57	0	9	3	261	0	0	26	0	9	0	54	717	0	1885	0	0	0	28	617	0	20	67	9	50	0	914	125	0	0	0	855	50	14	58	6	2	0	4	41	32	107	0	1	23	0	1597	546	0	13	32	110	0	4	70	19	0	0	1551	0	306	0	0	75925	83	38	1	1	874	5	4	0	2923	0	1143	31	4164	2	0	6	6	0	2	3	4	0	0	7	4	0	0	17504	0	0	0	337	28	0	3639	0	0	0	0	4	438	3000	0	0	1	3	3	0	370	5	0	28	11	7	20	5	0	213	19	34	0	0	7	24	0	99	48	1196	176	63129	70	471	171	20	0	0	0	0	0	25	35	142	6	30	882	5	0	224	0	0	0	10	0	24	5	575	26	1	0	0	0	24	182	0	0	0	0	3899622	201	0	1154	106	74	0	57	1174	11	34	4	4	813	76	5	549	256	15	23	277	2	0	1382	1230	0	7	0	79	36	0	0	2	2302	0	2	120	15	0	0	64	0	157	828	11	0	125	0	4	0	0	0	0	116	6375	6003	541	4	92	896573	10799	3	2873	2438	7	15	0	9	8	2	0	5	0	209	52	87	0	12	56	1	0	3	1	5	20	2166	167	55	0	33	77	0	0	1	0	0	682	353	0	7	155	3	0	0	7	572	0	59
