feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidithiobacillus	Acidothermus	Acidovorax	Acinetobacter	Actinomyces	Actinoplanes	Actinotignum	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromicrobium	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alcanivorax	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Allosaccharopolyspora	Altererythrobacter	Aminobacter	Amycolatopsis	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacter	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Asticcacaulis	Atlantibacter	Atopobium	Aureimonas	Azoarcus	Azorhizobium	Azospira	Azospirillum	Bacillus	Bacteroides	Bdellovibrio	Bergeyella	Bifidobacterium	Blastococcus	Blastomonas	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Buchnera	Burkholderia	Butyricimonas	Caballeronia	Caldibacillus	Calothrix	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Castellaniella	Caulobacter	Celeribacter	Cellulomonas	Cellulosimicrobium	Cellvibrio	Cereibacter	Chelatococcus	Chloracidobacterium	Chloroflexus	Chondrocystis	Christensenella	Chroococcidiopsis	Chryseobacterium	Citricoccus	Citrobacter	Clavibacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Conchiformibius	Conexibacter	Congregibacter	Coprococcus	Corynebacterium	Croceicoccus	Cronobacter	Cruoricaptor	Cupriavidus	Curtobacterium	Cutibacterium	Cytobacillus	Defluviicoccus	Deinococcus	Delftia	Denitratisoma	Dermabacter	Dermacoccus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Dysosmobacter	Effusibacillus	Eggerthella	Eikenella	Elizabethkingia	Empedobacter	Ensifer	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Erythrobacter	Escherichia	Eubacterium	Ewingella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Ferrovibrio	Filifactor	Finegoldia	Flaviflexus	Flavobacterium	Flavonifractor	Flintibacter	Fonsibacter	Frederiksenia	Fretibacterium	Friedmanniella	Frigidibacter	Frigoribacterium	Fusobacterium	Gardnerella	Gemella	Geobacillus	Geodermatophilus	Georhizobium	Gluconacetobacter	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Hankyongella	Herbaspirillum	Hydrocarboniclastica	Hydrogenobacter	Hydrogenophaga	Hydrogenophilus	Hylemonella	Hymenobacter	Iamia	Ideonella	Idiomarina	Immundisolibacter	Intestinimonas	Janibacter	Janthinobacterium	Jeotgalibaca	Jeotgalicoccus	Jonesia	Kaistella	Kerstersia	Kingella	Klebsiella	Kluyvera	Kocuria	Kosakonia	Kovacikia	Kurthia	Kyrpidia	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Laribacter	Larkinella	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Legionella	Lelliottia	Lentibacillus	Leptolyngbya	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Loigolactobacillus	Luteimonas	Lysinibacillus	Lysobacter	Macrococcus	Mageeibacillus	Mammaliicoccus	Marinobacter	Marinobacterium	Marmoricola	Massilia	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Melaminivora	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylococcus	Methylomonas	Methylophilus	Methylorubrum	Methyloversatilis	Microbacterium	Microcella	Micrococcus	Microlunatus	Micromonospora	Micropruina	Microvirga	Microvirgula	Miltoncostaea	Miniimonas	Minimicrobia	Mitsuaria	Mixta	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Morganella	Murdochiella	Muribaculum	Mycobacterium	Mycobacteroides	Mycolicibacter	Mycolicibacterium	Mycoplasma	Myroides	Nakamurella	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Neomicrococcus	Nitrosomonas	Nitrospira	Nitrospirillum	Niveispirillum	Nocardia	Nocardioides	Nocardiopsis	Nosocomiicoccus	Nostoc	Novosphingobium	Ochrobactrum	Odoribacter	Oligella	Olsenella	Ornithinimicrobium	Orrella	Oryzomicrobium	Oscillatoria	Oscillibacter	Ottowia	Paenibacillus	Paeniglutamicibacter	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pasteurella	Paucibacter	Pauljensenia	Pectobacterium	Pediococcus	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phenylobacterium	Phocaeicola	Phytobacter	Planktophila	Planococcus	Plantibacter	Pluralibacter	Polaromonas	Polymorphum	Polynucleobacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Protaetiibacter	Proteiniphilum	Proteus	Providencia	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudocnuella	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Qipengyuania	Rahnella	Ralstonia	Raoultella	Rathayibacter	Rheinheimera	Rhizobacter	Rhizobium	Rhizorhabdus	Rhodobacter	Rhodococcus	Rhodoferax	Rhodopseudomonas	Rhodothermus	Roseburia	Roseiflexus	Roseococcus	Roseomonas	Rothia	Rouxiella	Rubrobacter	Rugosibacter	Ruminococcus	Ruthenibacterium	Saccharomonospora	Saccharothrix	Salinicoccus	Salmonella	Sandaracinobacter	Sanguibacter	Schaalia	Schlegelella	Scytonema	Selenomonas	Serinicoccus	Serpentinimonas	Serratia	Shewanella	Shinella	Simplicispira	Sinimarinibacterium	Sinorhizobium	Skermanella	Skermania	Sneathia	Solibaculum	Sphaerotilus	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Steroidobacter	Streptococcus	Streptomyces	Sulfuriferula	Sulfuritalea	Sulfuritortus	Sulfurivermis	Sutterella	Symbiobacterium	Tabrizicola	Tannerella	Tardibacter	Tatumella	Tepidimonas	Tessaracoccus	Thalassospira	Thauera	Thermaerobacter	Thermanaerovibrio	Thermoactinomyces	Thermobacillus	Thermobifida	Thermocrinis	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Tolumonas	Treponema	Tsukamurella	Tsuneonella	Ureaplasma	Ureibacillus	Vagococcus	Variovorax	Veillonella	Vescimonas	Vibrio	Virgibacillus	Vogesella	Weissella	Weizmannia	Wenzhouxiangella	Xanthobacter	Xanthomonas	Yimella	Zunongwangia
SRR20002403	2	2	3	27	0	0	0	0	135	3040	14	0	0	1	0	10	0	0	14	23	2	166	0	0	304	0	23	2	0	0	0	0	0	0	0	0	0	0	0	221	0	0	5	0	0	0	12	0	1	0	33	20	2	0	0	4	0	0	0	0	0	0	25	0	15	0	56	1	0	0	1528	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	44	0	0	0	3	187	0	0	0	456	4	1252	0	0	2	71	0	6	97	1	0	0	124	6	2	0	0	0	5	0	0	0	0	3	0	1	2	0	0	0	45	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	5	22	60	8	0	528	0	0	5	14	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	24	0	69	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	29	19	0	1	0	3	9	8	0	0	5	0	3	0	0	0	0	12	0	0	0	0	127	0	0	0	0	57	0	0	0	41	0	28	0	91	0	0	0	0	0	4	0	0	0	0	0	0	0	0	125	0	0	0	10	0	0	701	0	0	2	1	0	2	0	0	0	0	2	0	0	19	9	0	0	11	0	0	0	0	5	0	2	3	0	4	1	0	0	0	0	0	2570	3	26	0	0	0	0	0	12	0	3	0	0	0	0	8	2	0	12	7	0	0	0	0	1	2	12	0	0	0	0	0	0	4	0	0	0	1	45551	1	1	67	4	0	0	0	48	8	0	2	0	51	0	0	13	14	11	0	0	0	0	0	53	0	4	0	2	0	0	0	0	29	0	0	1	0	0	0	3	0	10	53	0	0	0	0	0	0	0	0	0	9	278	27	41	0	0	5528	57	0	30	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
SRR20002406	4	0	17	304	25	11	2	1	1685	63998	432	0	0	59	6	0	83	15	366	150	9	882	13	142	36	0	190	6	653	0	0	0	0	0	19	34	41	566	0	861	21	0	2	6	5	0	77	1	44	30	10941	617	1263	0	0	1153	5	0	81	35	19	33	200	22	496	21	1474	1	18	0	6878	7	36	23	0	15	27	4	4	0	54	0	0	55	14	10	3	1	4	0	0	27	17	0	446	0	2	19	10	21	492	1999	0	0	0	58	5200	0	0	0	4263	674	189376	0	9	978	590	0	2	679	3	0	0	418	58	39	1	62	28	49	12	0	6	0	715	3	158	80	147	6	0	980	6	0	40	0	0	1136	9	0	2	0	1	2	99	0	4	70	0	5	0	0	4	0	0	0	24	118	530	0	0	0	0	154	42	6	116	385	1061	71	0	4122	0	0	106	1996	0	9	0	37	0	8	13	150	19	0	0	0	0	0	0	1055	0	2275	12	0	2	0	387	0	5	8	0	5	0	156	10	0	0	0	1	110	3	83	0	0	0	0	14	0	15	3	0	6	10	255	141	0	55	0	4	6	0	7	1	0	0	186	0	170	1	6	26302	2	17	0	0	286	7	0	0	380	0	369	1	5010	0	0	3	14	0	0	0	0	0	100	12	0	0	2	3384	9	0	11	273	296	0	2342	0	0	0	5	0	1722	687	0	0	8	0	0	268	80	15	5	0	59	0	5	0	3	51	1	12	0	14	5	10	0	24	109	5681	266	18411	41	1544	40	17	0	0	0	0	13	0	4	7	38	11	493	11	0	31	303	0	0	0	3	0	2	898	26	7	2	0	4	0	34	0	0	9	3	971589	85	13	222	8	0	0	0	328	66	0	9	2	641	0	49	244	19	37	13	89	1	0	32	1060	0	0	0	51	31	34	0	0	345	0	0	1455	0	3	0	10	5	82	283	4	0	38	4	0	0	1	0	2	22	2213	1499	241	0	0	218966	2845	0	1490	293	0	0	5	10	2	2	0	2	3	0	48	0	0	7	19	1	0	0	2	1	1	894	32	0	0	4	27	0	0	0	2	0	173	67	6	0	21	23	0	0	200	213	4	5
SRR20002410	1	0	9	217	13	0	0	0	685	17715	354	0	0	0	26	10	45	0	140	4	0	1598	0	0	4461	10	153	17	47	0	0	9	8	0	52	5	0	0	0	1256	43	0	0	3	0	0	1	0	8	0	426	219	205	5	0	241	2	0	22	37	18	72	241	22	187	0	4578	94	63	0	1435	0	31	0	0	6	18	2	18	0	37	0	3	0	0	0	0	0	0	0	0	0	52	0	143	0	0	75	0	6	28	570	2	1	0	11	792303	7	0	1	4341	50	14927	0	0	39	1563	0	293	12236	7	16	36	678	16	11	68	23	0	3	4	49	4	0	253	4	591	188	0	0	0	529	0	0	8	3	0	184	0	0	10	2	0	0	205	0	3	3	0	0	0	1	0	0	0	8	77	7	0	0	1	0	9	287	0	67	69	258	882	168	0	4592	0	0	26	339	0	10	3	16	0	6	0	72	111	0	9	0	7	0	23	193	0	418	0	0	0	0	19	0	7	4	0	0	0	506	14	1	0	0	0	8	72	118	0	0	0	2	6	0	5	0	0	0	0	22	53	0	0	0	13	0	1	0	22	0	0	60	0	20	28	141	33	2	22	3	0	320	0	0	0	267	0	210	0	3340	8	88	0	0	0	0	0	10	0	0	14	1	7	1	4341	0	34	0	124	41	0	2342	0	0	106	0	10	278	0	0	0	0	0	0	0	52	8	0	0	16	0	0	18	5	115	13	4	0	0	0	92	2	22	12	48	41	17538	46	304	7	2	0	0	0	0	0	0	0	14	0	0	240	40	5	40	0	0	0	0	0	6	77	1454	0	14	0	0	0	223	42	0	118	0	0	454160	8	5	26	28	0	0	16	434	0	0	43	0	319	2	0	45	42	0	0	0	0	0	36	654	0	0	0	1	1	0	0	0	0	0	0	411	0	0	0	18	10	72	7	0	0	55	9	0	7	1	0	0	55	3015	433	199	0	0	23934	606	1	3102	47	0	1	0	0	0	0	0	7	0	0	2	0	4	7	0	0	28	81	0	0	13	139	53	45	0	2	54	0	0	0	0	28	136	0	0	0	7	67	2	6	0	89	0	0
SRR20002412	5	1	6	353	44	11	0	0	1619	45152	7625	0	7	32	0	0	368	3	400	34	172	2902	4	49	1024	5	4	14	191	0	0	12	0	0	15	159	35	1	0	1823	594	0	16	0	0	0	0	0	12	21	625	1517	582	0	14	1303	14	0	233	77	8	11	248	0	568	32	748	4	302	0	4229	29	85	29	1	357	131	109	0	5	108	0	0	0	0	4	0	0	0	0	4	0	39	0	141	0	0	3	10	183	575	405	7	0	0	907	151572	0	0	0	8265	68	78545	0	2	30	923	0	49	1781	2	0	0	1391	19	106	0	36	0	3	116	0	0	10	724	1	817	128	90	18	0	11615	0	0	84	93	10	2021	16	1	28745	2	1	1	367	0	6	7	0	0	0	0	0	0	0	203	125786	365	111	0	1	0	21	405	0	443	204	3836	2272	48	0	7868	0	2	91	1482	0	4	1	2	0	0	3	128	29	14	0	0	10	0	150	373	0	602	9	0	0	0	28	26	0	4	15	0	0	7345	109	17	0	0	13	296	152	20	0	0	0	1	165	0	36	0	35	0	29	1191	984	2	22	0	42	0	51	0	5	0	0	13	0	120	0	0	118	22	57	0	0	476	12	0	0	757	1	282	14	532	4	8	4	18	0	26	0	26	0	5	2854	10	67	0	1829	0	26	0	267	195	0	1967	73	0	0	266	1	16769	0	0	1	0	8	0	0	105	13	0	0	17	0	27	0	90	96	3	38	1	2	35	37	3	53	53	61	197	37791	31	645	0	8	1	0	0	849	0	0	0	384	11	0	365	2	0	31	0	19	0	2	0	0	77	7133	0	885	9	0	0	279	48	0	0	0	0	733865	123	3	20	5	2	0	1	519	0	0	8	7	546	23	0	178	101	0	0	136	0	0	116	24625	0	0	8	237	26	0	0	3	1936	0	0	2514	18	7	50	378	0	60	0	29	0	38	3	2	3	404	11	2	10	4221	885	298	0	0	980329	999	0	164015	59	0	0	18	0	20	0	0	9	0	0	48	2	5	0	0	0	0	0	0	0	2	393	123	0	0	8	16	1	3	0	0	0	2244	157	2	0	45	2	0	0	3	63	6	0
SRR20002416	1	0	3	90	0	3	0	0	289	25636	74	0	0	0	0	0	0	0	104	0	0	653	0	2	4644	2	0	0	1	0	0	0	0	0	0	1	0	0	0	609	2	0	2	0	0	1	0	0	5	0	91	55	49	0	0	26	1	0	0	11	4	8	123	0	50	0	178	0	0	0	943	0	22	3	0	1	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	10	0	15	8	1	4	0	0	0	188	0	0	0	0	857	0	0	0	1729	1	9284	0	0	51	205	0	0	185	0	0	1	640	19	1	0	0	0	0	4	0	0	0	49	0	40	20	0	0	9	12	0	0	15	0	0	44	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	43	3	2	21	0	0	0	53	0	8	66	24	387	43	0	2035	0	0	47	143	1	0	1	34	0	0	0	43	0	0	0	0	0	10	0	419	0	521	0	0	0	0	78	0	0	1	0	13	0	11	2	0	0	0	0	7	0	8	0	0	0	0	5	0	0	0	1	0	0	49	73	0	12	0	0	0	1	0	0	0	0	0	0	12	0	0	42	18	8	0	0	98	0	0	0	153	0	98	0	290	0	2	3	0	0	0	4	0	0	3	2	0	0	0	427	1	0	0	39	27	0	1223	0	7	0	0	0	37	0	0	0	0	7	0	0	21	2	0	0	14	0	0	1	0	31	0	4	0	0	0	0	0	31	8	14	3	8846	3	119	2	0	0	0	0	0	0	0	0	0	0	0	20	0	0	18	0	0	2	0	0	7	3	13	0	1	0	0	0	18	3	0	0	2	0	184561	0	4	4	48	0	0	0	183	21	0	4	0	116	0	0	36	14	8	0	6	0	0	35	107	0	0	0	6	0	2	0	0	0	0	0	34	1	0	0	1	0	26	0	0	0	29	4	0	0	2	0	2	0	1029	213	56	0	0	9168	3142	1	239	0	0	0	0	0	0	0	77	1	22	0	0	11	0	0	0	0	6	0	0	0	0	1	9	0	0	0	18	0	0	0	0	0	12	0	2	0	11	0	0	0	0	98	0	0
SRR20002417	1	5	3	0	0	0	0	0	164	5326	34	0	0	0	0	0	0	1	50	0	0	839	0	0	147	1	100	3	3	0	0	5	0	0	0	0	24	0	0	335	11	0	0	0	0	0	25	0	6	16	178	1	34	0	1	16	11	0	0	18	0	0	39	0	90	0	234	13	0	0	2315	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	7	0	0	24	0	0	21	91	0	0	0	3	161	0	0	0	1001	25	5176	0	0	2	299	0	0	185	2	0	0	302	0	0	0	0	0	0	0	0	0	0	15	3	16	38	2	0	0	34	0	0	0	0	0	25	0	0	8	0	0	0	3	0	0	3	0	0	0	0	0	2	2	0	20	0	0	2	0	0	0	32	0	0	6	59	226	48	0	1027	0	0	0	13	0	0	0	27	0	1	0	18	0	0	23	0	2	0	0	231	0	91	0	0	0	0	16	0	0	0	0	0	0	4	122	0	0	0	30	21	0	0	0	0	0	0	0	3	3	0	0	0	0	4	177	0	0	0	3	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	0	69	0	0	0	137	0	80	0	606	0	0	0	4	0	0	0	0	0	0	0	2	0	0	210	0	0	0	34	0	0	448	0	0	0	0	0	155	0	0	1	0	0	0	0	44	0	0	0	0	0	0	0	0	81	4	3	0	0	0	0	0	0	0	103	0	5252	4	255	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	124	0	0	0	0	0	0	1	24	0	0	0	0	0	0	2	0	0	0	0	112458	3	0	0	9	0	0	0	6	0	0	0	1	51	0	0	14	3	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	4	2	0	21	0	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	4	484	151	39	0	0	1519	247	0	59	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	48	0	0	2	17	0	0	0	0	0	15	0	3	0	0	0	0	0	0	43	0	0
SRR20002419	20	0	13	467	0	0	0	0	2644	51643	1166	0	0	3	5	0	229	0	446	0	16	4447	63	47	5646	58	734	31	120	16	20	5	0	0	6	1	13	89	0	3919	45	0	2	2	0	0	4	6	75	5	498	3057	320	0	53	770	3981	9	23	157	33	226	635	0	421	17	2026	17	327	0	44209	20	59	73	0	7	53	21	42	0	109	0	22	152	0	0	0	0	0	0	0	6	66	0	310	0	0	26	0	87	164	1342	14	0	6	31	10166	36	0	0	10746	19	337296	0	0	219	1495	0	30	6847	1	6	0	2401	51	112	0	0	0	6	71	114	0	0	1524	0	1252	490	8	9	0	14638	1	0	37	0	0	526	5	0	267	0	0	7	19	0	0	7	0	0	0	0	2	0	0	12	115	56	0	215	0	0	81	263	0	9	189	462	2611	107	0	12865	0	0	35	241	0	0	8	143	9	11	0	804	0	0	9	39	25	1	9	113	0	2139	0	0	0	0	20	1	30	0	0	60	7	1123	5	0	0	0	0	290	24	6	0	1	0	0	9	6	115	0	4	53	24	3698	2041	0	52	0	252	0	14	0	3	2	0	255	5	18	0	38	134	40	29	0	0	548	14	0	0	1293	0	673	12	3944	3	14	10	0	0	0	1	10	1	0	0	298	1	0	6011	9	0	0	720	344	1	3523	3	1050	2	0	0	579	123	0	3	0	9	0	10	223	0	0	0	45	0	0	10	138	88	32	7	0	0	20	1	0	70	81	81	17	57568	76	1689	0	0	0	0	0	11	16	0	6	1	22	0	156	0	5	85	11	2	0	0	0	0	18	330	7	38	0	0	0	2671	117	0	0	0	0	1157380	32	0	152	79	6	0	13	966	144	0	0	1	1138	55	0	494	70	0	0	15	0	0	62	1452	33	0	0	1	29	0	0	6	7404	7	0	152	1	0	4	876	9	285	49	4	0	83	81	0	0	4	0	0	45	7524	1729	728	4	0	121898	2344	0	2824	26	0	10	0	0	0	0	0	4	0	0	168	55	3	1	0	0	0	0	0	0	17	104	237	54	1	16	9	0	44	0	0	125	45	71	17	0	65	3	17	35	46	93	0	0
SRR20002420	0	0	8	299	0	0	0	0	1038	14606	362	11	0	0	0	7	10	0	117	188	0	1897	7	4	59	8	0	5	45	0	0	0	0	0	0	0	39	0	0	758	23	0	29	0	0	0	16	0	13	0	479	46	38	2	0	66	1	4	0	8	0	15	0	0	313	4	954	43	0	2	3693	0	42	28	0	0	18	0	0	0	97	5	12	0	8	0	0	0	0	0	0	1	40	0	0	8	13	27	0	4	30	579	0	0	0	0	2189	0	1	2	5131	18	39073	0	0	37	553	0	0	536	0	0	0	996	54	0	0	3	0	2	0	0	0	0	0	0	155	158	0	6	0	293	0	0	0	0	0	139	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	16	4	43	10	0	0	5	61	0	7	191	36	871	49	0	4952	0	0	16	123	1	33	1	17	0	5	0	24	0	0	2	2	43	0	0	0	0	402	0	0	0	0	16	0	0	0	0	0	0	3278	72	0	0	0	2	389	1	0	0	1	0	0	3	0	98	0	0	0	16	0	87	0	1	0	8	0	1	0	0	0	0	112	0	1	0	0	451	9	0	0	0	154	0	0	0	410	0	116	0	2550	0	38	0	0	0	0	0	0	0	0	0	0	0	0	979	156	0	0	81	11	0	3685	0	0	0	0	0	82	0	0	0	50	1	0	0	45	16	0	0	4	0	0	0	2	0	1	3	0	0	31	0	0	5	118	46	15	19823	0	479	0	0	0	0	0	0	0	0	0	0	0	0	49	30	0	158	0	42	0	0	0	0	2	17	0	0	0	0	0	0	0	15	0	0	3	625113	71	0	52	75	0	0	0	451	18	0	0	0	349	0	0	22	47	87	0	38	0	20	137	292	0	13	0	3	0	0	11	0	82	0	0	8	0	0	3	46	0	38	66	24	0	61	0	0	0	0	11	1	0	3230	582	133	0	0	2848	204	3	423	49	0	1	11	0	0	0	0	2	2	0	0	7	0	0	0	0	0	0	0	0	1	87	98	0	0	9	0	0	35	0	0	0	10	0	0	0	8	0	0	0	0	1524	0	0
SRR20002421	38	4	0	82	0	0	0	0	395	24828	178	0	0	0	0	35	18	0	149	2	27	941	30	0	6026	26	26	0	24	0	0	3	0	0	0	0	0	0	0	1115	0	0	7	0	0	0	29	4	7	0	143	0	24	0	0	17	10	0	0	158	0	9	154	0	65	0	1847	3	48	1	1170	0	38	29	0	3	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	155	5	0	0	0	0	20	0	0	38	471	0	0	0	0	742	0	0	0	2764	7	27266	0	0	34	256	0	8	613	0	0	0	508	46	4	6	0	0	0	0	0	0	0	351	0	230	43	10	137	0	0	0	0	0	0	0	45	0	0	0	0	0	2	2	0	13	0	0	0	0	0	0	0	0	8	0	0	0	114	0	1	0	78	0	36	10	64	496	22	0	3389	0	0	7	86	0	0	0	22	0	0	0	23	0	10	1	0	2	19	0	0	0	310	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	155	2	7	0	0	0	0	0	0	2	168	13	0	2	10	118	221	0	2	0	32	0	0	0	0	0	6	2	0	2	0	0	13	6	0	0	0	278	15	0	0	363	0	44	0	437	0	0	0	5	0	2	6	0	0	0	0	0	0	0	874	0	0	0	180	0	0	1494	0	0	0	4	0	79	0	0	0	0	0	0	0	106	6	0	0	32	0	0	0	0	53	0	7	0	0	0	0	0	80	18	37	15	13390	0	244	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	22	0	5	0	7	0	0	11	36	112	0	0	0	16	4367	0	0	0	0	0	283480	33	0	0	38	0	0	0	259	0	0	3	0	93	0	0	78	28	0	0	0	0	0	220	782	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	946	86	0	0	20	0	0	0	0	0	0	0	1729	433	101	0	0	419285	691	10	3595	4	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	75	23	3	0	9	0	0	0	0	0	11	0	0	0	17	3	0	2	0	180	1	0
SRR20002422	17	24	46	951	0	0	0	0	3423	147658	6655	0	0	0	4	41	26	575	753	195	9	6417	8	116	167	1	228	25	387	2	2	0	9	7	0	8	26	0	1	4027	239	0	6	0	1	0	48	85	89	16	434	2278	4731	6	0	592	0	0	57	173	27	24	491	0	217	20	3172	13	388	0	3543	0	186	22	0	53	94	5	3	0	173	0	6	0	0	0	38	1	0	0	0	10	28	0	302	0	0	89	0	4	42	1498	0	0	0	38	10518	21	0	0	14602	88	2324355	0	7	205	2895	0	4	3420	4	7	0	2626	208	99	0	0	0	16	31	0	8	0	418	201	15550	541	0	452	0	3764	7	0	20	0	0	289	0	8	0	0	1	1	45	0	22	44	0	0	0	0	3	0	0	81	76	389	5	0	30	6	38	1110	0	309	149	11536	3305	252	7	16498	0	0	187	85	0	0	0	94	0	8	0	136	0	0	8	0	131	0	79	324	12	1014	0	12	0	0	78	5	41	0	0	3	0	214	110	45	0	0	175	917	60	402	0	18	19	0	16	10	321	0	0	5	60	3503	2168	8	8	1	33	6	0	7	6	0	0	760	8	2071	28	0	965	7	28	184	0	583	2	5	0	1492	4	2533	0	3114	4	0	11	17	16	1	0	10	0	0	0	0	131	0	3337	2	0	0	1860	1640	0	4276	0	0	24	4	0	684	24	2	0	0	2	5	48	161	14	0	17	35	0	24	3	10	249	21	41	0	0	24	15	0	138	228	74	479	72728	126	1190	0	23	32	0	8	1	0	0	0	16	1	4	873	0	0	98	10	23	0	9	0	59	4	390	2	73	0	0	0	124	132	3	25	1	0	1586895	101	92	60	29	20	4	0	1370	30	0	0	4	697	0	0	317	153	16	0	1	0	0	177	7164	0	2	0	16	0	1	5	0	2499	0	0	542	0	0	14	27	0	435	2352	139	0	112	0	113	5	3	0	0	38	10364	2227	581	0	8	4299505	2210	2	56446	320	0	1	5	9	0	0	0	3	0	0	1	10	4	1	0	0	5	0	0	0	12	1309	205	6	0	6	0	0	0	0	1	0	631	10	16	0	45	1	0	0	4	214	2	0
