feature	Abiotrophia	Acetivibrio	Acetobacterium	Achromobacter	Acidaminococcus	Acidovorax	Acinetobacter	Actinobacillus	Actinomyces	Acutalibacter	Adlercreutzia	Aerococcus	Aeromonas	Aggregatibacter	Agrobacterium	Akkermansia	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Alkaliphilus	Amedibacterium	Aminipila	Amniculibacterium	Anaerobutyricum	Anaerococcus	Anaerocolumna	Anaerostipes	Anaerotignum	Anoxybacillus	Arabiibacter	Arachnia	Arcanobacterium	Aromatoleum	Arthrobacter	Asticcacaulis	Atopobium	Auritidibacter	Bacillus	Bacteroides	Barnesiella	Berryella	Bifidobacterium	Blautia	Bordetella	Brachybacterium	Brachyspira	Bradyrhizobium	Brevibacillus	Brevibacterium	Brucella	Bulleidia	Burkholderia	Butyricicoccus	Butyricimonas	Butyrivibrio	Caldibacillus	Caldicellulosiruptor	Caloramator	Caloranaerobacter	Campylobacter	Capnocytophaga	Caproicibacter	Caproicibacterium	Caproiciproducens	Cardiobacterium	Carnobacterium	Cellulosilyticum	Christensenella	Chryseobacterium	Citrobacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Companilactobacillus	Coprobacter	Coprococcus	Coriobacterium	Corynebacterium	Crassaminicella	Cruoricaptor	Cryptobacterium	Cupriavidus	Cutibacterium	Cytobacillus	Dehalobacter	Dehalobacterium	Dehalococcoides	Delftia	Denitrobacterium	Dermabacter	Dermacoccus	Desulfitobacterium	Desulfomicrobium	Desulfosporosinus	Desulfotomaculum	Desulfovibrio	Desulfurispirillum	Dialister	Diaphorobacter	Dolosigranulum	Duncaniella	Dysosmobacter	Eggerthella	Eikenella	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erysipelatoclostridium	Erysipelothrix	Escherichia	Ethanoligenens	Eubacterium	Evansella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalibaculum	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Fibrobacter	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Flintibacter	Fretibacterium	Fusobacterium	Gardnerella	Gemella	Gemmatimonas	Geoalkalibacter	Geobacter	Geosporobacter	Gordonia	Gordonibacter	Gottschalkia	Granulicatella	Haemophilus	Halomonas	Halopseudomonas	Haploplasma	Hathewaya	Helcococcus	Helicobacter	Heliomicrobium	Herbinix	Heyndrickxia	Histophilus	Hungatella	Hydrogenophaga	Intestinibaculum	Intestinimonas	Jeotgalibaca	Jiangella	Jonquetella	Kingella	Klebsiella	Kocuria	Komagataeibacter	Laceyella	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Lautropia	Lawsonella	Lawsonia	Leclercia	Lentilactobacillus	Leptospirillum	Leptotrichia	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnochorda	Limosilactobacillus	Liquorilactobacillus	Listeria	Loigolactobacillus	Longibaculum	Longicatena	Lysinibacillus	Macrococcus	Mageeibacillus	Mameliella	Mammaliicoccus	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylomusa	Methylorubrum	Microbacterium	Miniimonas	Minimicrobia	Mobiluncus	Mogibacterium	Monoglobus	Moorella	Moraxella	Murdochiella	Muribaculum	Mycobacterium	Mycolicibacterium	Mycoplasma	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Niallia	Nocardioides	Novisyntrophococcus	Novosphingobium	Oceanithermus	Odoribacter	Oleidesulfovibrio	Olsenella	Ornithobacterium	Oscillibacter	Ottowia	Paenibacillus	Paeniclostridium	Pandoraea	Pantoea	Parabacteroides	Paraburkholderia	Paraclostridium	Parafannyhessea	Paraprevotella	Parascardovia	Parolsenella	Parvimonas	Pasteurella	Paucilactobacillus	Pauljensenia	Pediococcus	Pedobacter	Peptacetobacter	Peptoclostridium	Peptoniphilus	Peribacillus	Petrimonas	Petrocella	Phascolarctobacterium	Phocaeicola	Phoenicibacter	Phytoplasma	Porphyromonas	Pradoshia	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Pseudoalteromonas	Pseudobutyrivibrio	Pseudoclostridium	Pseudodesulfovibrio	Pseudomonas	Pseudoprevotella	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Raoultella	Rhizobium	Rhodocaloribacter	Rhodococcus	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Saccharibacillus	Saccharimonas	Saccharothrix	Salmonella	Sarcina	Scardovia	Schaalia	Schleiferilactobacillus	Sedimentibacter	Sedimenticola	Selenomonas	Serpentinicella	Serratia	Shigella	Slackia	Sneathia	Sodaliphilus	Sodalis	Solibaculum	Solidesulfovibrio	Sorangium	Sphingobacterium	Sphingobium	Sphingomonas	Sporomusa	Sporosarcina	Staphylococcus	Staphylospora	Stenotrophomonas	Steroidobacter	Streptobacillus	Streptococcus	Streptomyces	Succinivibrio	Suicoccus	Sulfurovum	Sutterella	Symbiobacterium	Syntrophobotulus	Tannerella	Tepidanaerobacter	Terrisporobacter	Tetragenococcus	Thalassotalea	Thermincola	Thermoactinomyces	Thermoanaerobacter	Thermoanaerobacterium	Thermobacillus	Thermoclostridium	Thermophilibacter	Thermosipho	Thermus	Tissierella	Treponema	Trueperella	Tumebacillus	Turicibacter	Turicimonas	Ureibacillus	Vagococcus	Vallitalea	Veillonella	Vescimonas	Vibrio	Weissella	Weizmannia	Xanthomonas
NS7	958	1	0	2	691	128	101	0	2026	215	11	0	21	183	0	382	22	0	105039	287	1	1575	9	1	449846	225	18	150797	6	2	3	390	0	1	5	0	1	0	437	274507	314	178	3128198	956609	0	0	2	0	0	1	0	10	0	727	6219	157	35	0	0	17	44212	11	5	13	3	5	18	15	788	3	0	2	318	9155	60740	654410	4	0	62	276774	1	207	1	0	2	19	32	68	1	0	0	4	0	1	0	0	1	0	2	178	0	319	249	64	2	38671	44299	8	280	26544	4701	23	3965	1	22151	3	3967	0	8	3	13283	4349009	68	5348	8568	27	25	1	44	378	0	4098	474	1	657	12	2334	0	0	6	0	0	2609	16	467	11065	0	0	0	1	1	0	0	6	0	0	146	7	94	3004	50	0	0	0	94	4	196	0	443	7206	76899	8974	45	892	1895	2013	122	0	27	1	0	0	0	1	36	11	0	823029	0	1711	0	164	0	12164	1632	28	0	339	0	4	733	260323	50866	28072	0	0	0	0	0	0	0	0	0	1118	4	441	1096	0	10	494	9	128	0	0	351	13	19	11	65	0	245	0	0	10458	0	2342	0	11674	5	26	1393	0	2	61863	0	709	17	102	8	308	87	0	0	45	81	0	312	0	26	31	0	19	10357	313536	8	3	52	1	951470	6	29	101	0	221	0	1	102	2	2076	0	0	20	41	3	419057	516876	1221	9	5655	4844	7	0	2	2	58	0	3131	16	0	1	165	0	1	325	2	2	243	0	6040	0	0	4	96	4	9	0	27	1	11	0	0	186451	0	0	0	0	37869	0	0	20	0	1	0	0	0	2	1	0	0	0	1	11	13	8	803	11	1	121516	4	36	0	8	37488	69581	0	0	2	8
NS70	50	0	0	0	3261	0	55	0	1650	575	28373	0	0	3	0	162	0	0	12088	42	0	5001	13	0	547275	29	18	820552	3	0	5	84	0	0	2	0	0	0	159	200741	10	0	1127005	1131799	0	0	2	1971	0	0	3	2	32	118	385	564	0	0	0	0	3730	0	1	2	5	7	1	7	1641	0	0	2	8	10655	49790	432600	0	0	1	469769	3	73	0	23	0	219	2	22	0	0	50	192	0	6	0	0	0	0	0	11	1	20	0	4	0	13817	14099	2	0	9904	11325	0	4470	0	964	2	4637	1	3	0	153358	2652747	50	5420	12169	68	2	0	15	36	0	9318	699	1	73	1	487	0	0	0	0	0	5151	0	101	1795	0	0	0	0	1	1	0	54	0	0	108	0	135	2096	3	0	4	0	154	0	515	1	225	12988	194973	12718	10	376	110	10000	24	6	15	2	0	0	1	0	3	4	1	255	0	1444	0	2	2	131110	601	0	0	113	0	0	396	191721	2	4	0	25631	0	0	868	0	247	3	1	76	0	614	136	0	0	41	0	12	0	0	24	0	3	4	3	0	112	0	0	24	0	76	0	5610	0	35	151	36	1	33916	0	31	17	8041	1	1482	116	0	0	1	1	0	44	2	6	10	0	34	6376	345041	9	0	27	0	1845832	0	11	8	0	1242	0	0	91	56	1996	19111	0	0	0	0	23626	311161	1517	4	208435	9942	0	0	0	0	30	0	1177	0	0	1	4	2	0	0	0	0	139	1	1620	0	0	0	159	57	0	0	357	0	0	2	0	388747	0	0	0	0	1440	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0	4	817	1	0	31682	0	0	0	3	4383	22118	0	14	0	0
NS71	10	3	0	0	69	42	0	0	5500	592	34374	0	0	3	0	949348	0	0	25838	24	1	962	184	0	387015	353	16	1207124	0	26	50	306	24	0	0	1	6	0	268	1043471	723	25	2368416	442980	0	0	1	0	1	0	1	20	22	13	919	54	0	25	1	9	5999	0	18	58	21	0	843	5	13675	0	0	45	0	82562	136798	339045	0	3	35	228366	1	62	1	84	0	0	22	23	0	5	4	0	5	0	5	1	0	1	0	24	0	19	0	0	3	97982	18930	0	0	150631	13916	0	57340	0	2046	20	28772	0	0	8	4764	195178	16	10439	204256	69	2	0	9	180	0	16335	1490	2	112	91	632	1	15	0	1	0	3773	12	24	133	0	0	0	0	100	3	7	22	4	0	549	0	164	6017	252	0	0	0	66	53	1132	1	144	31394	3815	79731	31	3019	75	9194	11	2204	58	65	0	0	5	1	114	340	5	768	0	12	1	8	13	3260	7290	17	6	598	0	0	324408	590178	35	55	1	13	6	0	14	0	0	0	0	13	8	1184	57807	1	0	154	4	75	6	11	12	47	16	0	6	0	394	0	0	2956	0	110	0	19425	0	33	920	0	6	47800	0	315	38	248	0	213	1059	0	9	33	16	0	172	0	17	52	1	4	92119	316658	59	0	73	0	1890	0	189	305	0	35	2	0	66	0	2488	28	0	97	25	4	209991	126793	706	6	144432	330673	2	0	0	0	652	0	1947	0	0	0	3	2	0	0	26	0	0	2	1306	0	0	0	0	0	0	0	297	0	0	10	0	133702	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	6	2	1	2	778	0	0	103837	18	0	0	3	31	139739	1	1272	0	41
NS72	1323	0	0	0	1254	0	0	0	13106	156	4637	39	39	0	0	41598	0	0	861	7	0	5879	31	0	1444519	65	19	278942	1	0	39	239	0	4	0	0	12	0	745	11830	1	181	4177985	2071579	0	1	1	90	0	2	60	12	2	16	7	157	0	0	12	0	1658	0	16	39	11	2	43	9	4623	1	0	0	0	188043	170920	764820	0	0	0	368752	14	113	0	0	2	19	68	2	0	0	2	0	11	2	0	0	0	0	0	22	0	31141	0	0	2	25543	4222	0	13	5061	3122	0	5283	0	1006	71	13195	1	0	4	207157	260281	79	5439	10831	51	0	0	10	277	0	4927	270	0	160	0	5436	0	0	0	0	2	1631	4	1436	115	0	0	0	17	1	0	28	0	2	0	54	7	172	722	1	0	0	0	2170	15	1076	0	166	17372	35871	20510	214	654	6446	8640	318	75	1	446	0	0	1	0	5	72	0	1287033	0	3841	0	3	0	173708	4988	4	0	314	0	6	6482	244058	192653	14383	1	1233	0	0	61	0	5	4	0	2144	1	3887	1845	0	0	172	0	272	2	0	1097	58	5	42	1	1	231	0	0	254	0	1982	2	4933	1	61	105	0	0	5640	0	21	125	11	5	2120	827	0	3	326	173	0	17	0	38	0	0	64	181	16643	74	0	1	0	80031	0	37	1	0	156	5	0	102	0	1676	1161	0	52	0	0	9318	113995	2326	11	4438	25786	0	1	6	0	769	0	6938	35	0	0	7	0	0	0	16	0	3	2	532	0	2	1	0	14	0	0	12907	0	0	2	0	456858	0	0	0	1	277	0	0	0	0	0	0	0	0	0	0	0	0	0	96	12	0	14	1726	10	1	4891	0	3	0	2	1404	10625	0	119	0	13
NS77	22	2	0	5	144476	87	83	0	212	161	4743	0	7	17	0	195	0	1	94573	0	1	1522	27	0	90738	45	37	101161	829	0	2	5	0	0	1	0	2	0	25	633508	697	1	120721	129002	0	0	1	20	0	0	0	4	0	700	10745	132	0	0	1	0	8549	3	13	18	5	0	0	21	1902	1	0	3	36	24465	125740	68412	7	0	78	144319	3	7	0	0	0	0	15	2	0	0	0	0	0	0	0	1	1	1	0	231	0	54	23	4	18	50764	1212	2	8	46076	2144	1	10584	0	995442	3	4170	0	0	3	34414	2696390	77	6261	2057	7	38	0	12	61	25	42738	808	0	337	0	323	0	0	6	0	0	836	0	86	1436	0	0	0	0	0	0	0	13	0	0	1038	0	79	4623	0	0	8	0	137	3	26	0	130	5555	168833	18027	5	90	76	376	35	0	43	14	2	1	0	0	0	3	0	124	0	5	0	0	0	40157	3561	0	0	799	0	0	1592	225507	0	10	2	0	0	4	31	0	0	0	0	107	0	207	35	0	0	28	13	0	0	0	65	0	147	39	0	1	262	2	1	44019	11	59	0	56712	0	12	1	0	0	498425	3	1	20	545	1	67	11	0	0	6	0	0	65	148	19	0	0	8	139610	2189793	10	0	151	0	2351454	0	7	151	0	286	0	0	168	0	19066	0	0	0	0	0	358	88092	1012	2	1703	64182	0	0	0	192	0	0	441	0	0	0	4	0	0	395	4	0	264	0	21465	0	0	3	38	1	0	0	20	0	0	0	0	67373	2	1	0	0	5335	0	0	2	0	0	0	7	0	0	0	0	0	6	3	0	0	2	97	1	5	826	0	0	0	4	3374	195303	0	26	10	0
NS78	4	0	3	0	290	0	206	8	425	76	712	2	24	0	0	175	0	0	8389	5	31	1543	12	0	1082797	25	27	287670	2	32	10	63	0	0	0	0	4	0	144	22288	7	134	1037924	479849	0	0	1	534	0	0	0	66	17	98	152	136	0	0	5	1	1267	0	16	28	10	0	823	60	1199	0	0	9	16	4519	35279	223161	0	0	2	884880	1	11	1	0	4	60	1	6	0	0	0	0	14	0	0	1	0	4	0	0	0	1235	0	7	7	13307	1054	0	0	10090	1623	0	4660	0	1282	8	2395	0	0	3	26476	470908	149	3476	40695	51	33	0	23	11	0	2338	219	3	33	4	309	0	0	0	0	0	772	0	76	174	1	0	0	1	0	2	0	30	0	0	98	0	484	974	0	0	0	0	15	0	719	0	167	5633	154579	8113	0	212	54	1736	5	0	10	0	0	0	0	0	2	800	0	11473	0	6	0	0	0	17737	994	0	0	212	0	0	1033	267043	9	24	1	7654	0	0	174	0	36	2	0	55	0	388	42	0	0	42	1	0	0	2	23	2	0	5	0	0	2571	41	0	1065	0	23112	0	3015	12	51	276	6	0	4116	3	83	11	313	0	902	28	0	1	1	0	0	77	0	5	22	0	32	40	11250	33	25	3	10	77869	21	0	5	0	288	0	0	104	2	499	5753	5	0	0	0	46684	140513	525	0	3394	21207	0	0	0	0	435	1	449	0	1	0	6	1	0	0	15	1	109	0	448	0	0	0	0	38	0	0	434	1	0	1	54	428227	0	0	0	0	133	0	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	7	2348	112	0	13502	0	0	0	2	593	31323	0	0	0	0
NS79	7	1	0	0	7	0	0	5	196	52	16	4	15	0	0	220	0	0	36128	6	0	937	3	0	641420	36	20	478524	110	17	6	31	8	0	0	0	2	0	206	722151	59	442	1972576	1048597	0	0	2	1373	0	0	0	0	19	82	194	88	0	0	1	0	2591	0	1	21	3	1	0	18	1106	0	0	2	0	18353	33584	216115	0	0	3	377629	1	55	1	0	0	99	9	2	5	0	7	0	0	0	0	0	0	0	1	0	0	15	0	8	3	38087	20414	0	0	18003	25952	0	6210	0	991	6	5048	0	0	9	118738	2782465	28	6391	13571	60	0	0	39	25	0	10138	363	0	32	2	42	0	0	0	0	0	10685	2	37	87	0	0	0	0	0	0	0	21	0	0	168	0	136	1419	2	0	0	0	16	0	619	0	209	5269	4889	9153	114	572	13	2699	1	0	26	0	0	0	0	0	7	0	0	381	0	4	0	0	0	85070	1080	35	0	359	0	0	719	438915	0	41	0	16917	0	0	596	0	75	0	0	65	0	88	64	2	0	9	0	120	0	0	32	3	0	21	0	0	379	31	0	5248	17	40	20	10449	11	0	8	8	2	26099	0	1	0	8	0	110	122	0	0	2	0	0	157	1	11	0	0	34	60195	283933	33	0	10	0	293	0	51	126	0	158	0	2	8	2	820	12118	0	0	0	0	1125	120703	391	0	442534	4467	0	0	0	0	1	0	126	1	0	0	1	0	0	0	0	3	0	1	1719	0	0	0	95	43	0	0	36	1	0	0	1	25964	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	3	1213	0	0	393	219	0	0	4	477	22041	0	487	0	0
NS81	58	0	1	0	125	0	0	0	677	35	25	0	16	1	0	5129	4	0	4345	16	9	2430	0	0	1277745	196	24	1690221	40	84	70	34	0	0	1	0	1	0	208	21470	0	9	659874	698923	3	0	6	2722	0	2	0	2	49	204	6	405	0	17	0	6	2661	3	6	46	1	0	776	14	9840	0	0	0	15	14325	59059	74	0	4	1	197658	0	118	0	0	2	206	5	0	0	0	5	175	0	1	0	0	0	2	0	0	0	233	63	1	0	72801	59401	1	14	2417	18775	0	8112	0	3518	4	5237	0	0	1	102648	575266	72	18077	5935	62	1	1	23	326	0	7857	145	3	24	0	462	0	0	27	0	6	13768	8	146	220	0	3	0	2	0	0	178	98	3	0	144	0	91	1441	41	0	0	0	127	2	492	0	136	8699	14879	13004	2772	513	58	75652	44	1818	1	1	0	17	0	0	25	814	14	321	0	1432	0	2	11	75206	63480	0	0	946	0	5	8063	565812	10	13042	0	33932	0	0	1149	2	409	0	0	394	0	275	49422	4	21	127	0	3	32	0	158	5	12	8	0	0	694	7	0	4	0	14	0	4906	1	71	976	14	1	8515	1	203	0	0	0	4	596	0	2	47	3	0	253	0	34	24	0	4	11	14099	46	0	7	0	53	0	18	0	0	693	6	2	11	0	777	27516	0	53	0	0	91751	334197	29	2	43255	20338	0	1	0	0	121	0	860	0	1	0	1	0	0	0	9	0	0	0	851	0	0	0	149	141	0	0	98	0	0	2	31	70387	2	1	1	0	51	0	0	2	1	4	1	0	0	0	0	0	0	0	40	3	0	13	6310	0	0	25601	0	0	1	7	149	17139	0	2	0	0
NS83	225	0	0	0	32867	0	1001	0	2585	368	31326	3	37	1	16	94098	0	0	33818	0	0	1384	28	0	486920	22	28	142514	43	1	21	272	0	1	0	0	0	0	269	180992	203	372	623701	694972	0	0	1	261	2	1	0	1	0	317	85	106	0	0	0	2	2280	0	12	24	8	1	1	25	3934	0	25	17	0	7144	97378	706762	0	0	62	547910	4	185	0	0	1	8	9	5	1	1	3	15	15	0	1	5	0	0	0	32	0	3	0	12	153	66096	4892	0	277	19329	19531	0	16199	0	2246	42	33139	0	0	1	104579	2610385	66	5293	20766	85	2	0	20	22	0	10370	854	4	14	3	1195	0	12	0	0	3	18071	7	119	1960	4	0	0	0	0	2	0	69	1	0	432	0	151	4751	8	0	0	0	31826	0	759	0	411	10095	80791	9570	36	624	80	3554	58	50	9	0	1	0	2	0	0	567	0	95999	3	206	0	472	5	86048	1088	0	5	302	1	3	1365	280566	9	20	0	3026	0	0	103	0	50	0	0	238	0	256	471	0	0	310	126	31	3	0	70	41	0	21	0	0	286	0	1	8979	13	1040	5	40420	15	64	339	0	4	66561	0	111	4	269	6	752	273	0	0	10	8	1	139	0	0	7	0	25	51626	245171	35	0	15	0	245239	0	24	34	0	191	0	10	9	1	6488	2597	63	0	0	0	70610	446983	887	5	453040	28418	0	0	1	66	29	1	1446	3	0	0	31	0	24	0	17	1	23	3	10345	0	0	0	0	30	0	0	397	0	3	6	0	393511	0	0	0	1	8023	0	1	0	2	0	1	0	0	0	0	0	0	0	5	1	0	7	1966	6	0	32570	41	0	0	6	479	82491	0	40	1	0
NS86	160	4	0	86	3465	0	125	0	1773	128	1974	0	179	16	0	535	0	0	14209	0	2	1049	1	0	143099	15	19	1043956	6	0	1	75	0	0	1	2	0	0	72	34235	35	1	766366	549329	1	0	1	183	1	0	0	0	8	3479	72	168	8	0	1	0	2467	0	18	31	5	5	1	59	1682	0	41	1	0	10100	61004	81583	2	3	1	1353756	0	29	0	0	2	46	3	0	0	0	6	159	1	4	0	0	4	0	1	0	0	787	33	1	44	22397	735	1	4085	12599	3149	0	9149	0	7591	6	2870	0	0	27	35239	3976552	149	10513	14519	63	4	0	1	25	0	7651	683	0	34	2	1065	0	0	0	0	0	2270	0	154	9265	0	1	0	0	0	0	9	65	0	0	204	3	36	3435	0	0	0	0	1638	0	164	0	177	14312	28393	5164	20	699	11	4240	5	207	47	0	0	0	0	0	10	0	1	64040	1	622	0	1	0	33478	639	0	0	354	0	0	1529	328868	0	16330	0	1761	0	0	541	1	179	0	0	105	1	43	101	0	24	40	3	6	295	0	40	7	31	3	0	0	699	0	0	696	0	12940	3	8904	1	0	130	9	0	10061	1	49	12	2750	0	65	128	1	0	10	1	0	39	0	29	3	1	8	29	12729	13	0	14	0	107239	0	0	45	0	338	0	0	241	0	1294	7113	44	0	0	0	30812	330804	1762	0	139965	22570	0	2	1	516	268	0	620	4	0	0	105	0	0	0	4	0	33	0	790	0	0	0	21	9	0	3	2913	0	85	2	0	249356	0	0	0	0	419	1	0	1	0	0	0	0	0	0	0	0	14	0	3	0	0	2	1177	24	5	160	0	0	0	0	410	18111	0	31	0	0
NS9	1	1	1	0	23	18	102	0	487	1036	9195	0	0	2	0	461	0	2	990252	3	0	4602	20	0	466390	57	6	779821	343	3	11	6	1	0	0	0	1	0	123	2233130	1767	2	31344	611904	0	0	0	0	0	0	0	2	0	489	609	226	0	0	1	1	17581	0	4	38	9	1	61	19	5451	1	234	8	59	190532	155095	93222	0	0	619	403799	0	8	0	81	0	0	1	0	0	0	10	8	0	0	0	12	13	0	0	202	0	98	22	0	2	53034	7949	0	9	28431	8927	0	20477	3	70710	7	9923	0	0	6	25587	1989161	114	58919	18352	20	6	0	13	66	0	15577	910	19	29	7	98	0	0	0	0	0	2736	0	15	62	0	1	0	0	6	0	0	18	0	0	698	0	161	9493	3	0	0	0	0	0	794	3	87	12461	11789	11859	8	369	81	27252	2	252	0	0	1	0	0	0	1	982	2	714	0	1	0	0	0	25539	3354	0	0	337	0	5	1426	471483	229	138	0	0	0	0	0	0	0	0	0	228	0	214	231	1	0	84	379	1424	0	0	83	0	6	0	3	0	230	0	0	155619	0	53	0	30822	0	55	70	0	0	451393	0	13	1	267	0	98	4	0	0	1	2	0	15	0	37	0	0	21	92245	1010847	22	0	298	0	8287	0	3	5	0	164	0	0	20	80	12557	0	0	0	25	1	11131	148038	41	3	285252	36195	24	0	4	823	2	0	82	0	0	0	3	0	4	0	3	0	34	0	1625	0	0	1	0	0	24	0	407	0	3	0	0	73532	0	32	0	0	37	0	0	22	0	0	0	0	0	0	0	0	0	2	16	0	0	0	251	11	10	575	0	0	0	3	582	107118	0	1	0	0
